influencer_name,follower_name
Roy Haynes,Jimmy Cobb
John McLaughlin,John Scofield
Miles Davis,The Art of Noise
Lester Young,Stan Getz
StÃ©phane Grappelli,Turtle Island String Quartet
Cannonball Adderley,"Oscar Brown, Jr."
Wes Montgomery,George Benson
Charlie Parker,Tom Scott
Albert Ayler,Jan Garbarek
George Russell,Jan Garbarek
Wes Montgomery,John Scofield
Gerry Mulligan,Tom Scott
Cannonball Adderley,Tom Scott
Don Cherry,Jan Garbarek
Herbie Mann,Tom Scott
Phil Woods,Tom Scott
Max Roach,Jimmy Cobb
John Coltrane,Jan Hammer
Elvin Jones,Jan Hammer
Zoot Sims,Stan Getz
George Duke,Jan Hammer
Louis Jordan,Spike Jones
Bob James,Rick Braun
Erskine Hawkins,Ray Charles
Ben Webster,Stan Getz
Miles Davis,The Zombies
Ramsey Lewis,The Zombies
Oscar Peterson,Patrice Rushen
Joe Henderson,Patrice Rushen
Serge Chaloff,Gerry Mulligan
Dave Grusin,Mychael Danna
John Coltrane,King Crimson
Dave Grusin,Michael Giacchino
Miles Davis,Cannonball Adderley
Lester Young,Dexter Gordon
Louis Jordan,Screamin' Jay Hawkins
Cab Calloway,Lena Horne
Charlie Parker,Dexter Gordon
John Coltrane,Kevin Ayers
Dizzy Gillespie,Dexter Gordon
Nat King Cole,Aaron Neville
Charlie Christian,Tal Farlow
Pat Martino,Bill Frisell
Lester Young,Gerry Mulligan
Chet Baker,Rick Braun
Jimmy Smith,Jack McDuff
Woody Herman,Stan Getz
Stanley Jordan,The Jeff Healey Band
Sonny Rollins,Jean-Luc Ponty
Louis Jordan,Ray Charles
Gary Burton,Bill Frisell
Charlie Haden,Dave Holland
Louis Jordan,Percy Mayfield
Keith Jarrett,Patrice Rushen
Michel Legrand,George Benson
Johnny Mandel,Al Cohn
Miles Davis,The Sea and Cake
Joe Lovano,John Scofield
Gil Evans,"Blood, Sweat & Tears"
Billy Cobham,The Mars Volta
Scott LaFaro,Dave Holland
Jay McShann,Screamin' Jay Hawkins
Thad Jones,Patrice Rushen
Ornette Coleman,X-Ray Spex
Charlie Christian,George Benson
Joe Henderson,John Scofield
Gary Peacock,Dave Holland
Barney Kessel,Glen Campbell
Miles Davis,Weather Report
Mahavishnu Orchestra,The Mars Volta
Horace Silver,Weather Report
Paul Chambers,Dave Holland
Bill Evans,The Sea and Cake
John Abercrombie,Charlie Hunter
Grant Green,Charlie Hunter
"Eddie ""Cleanhead"" Vinson",Cannonball Adderley
Pat Martino,Charlie Hunter
Ornette Coleman,Cannonball Adderley
Charlie Christian,Merle Travis
The Delta Rhythm Boys,The Drifters
Cab Calloway,"Oscar Brown, Jr."
Thelonious Monk,Mose Allison
Stan Kenton,JoÃ£o Donato
Nat King Cole,Mose Allison
Charlie Christian,Johnny Smith
Charlie Parker,Stan Getz
Horace Silver,JoÃ£o Donato
Cannonball Adderley,Weather Report
Pat Metheny,Charlie Hunter
Bill Evans,Jane Monheit
Gabor Szabo,Stanley Jordan
Nat King Cole,Johnny Ace
Dave Grusin,Charlie Hunter
Dizzy Gillespie,Cannonball Adderley
John Coltrane,Cannonball Adderley
Thelonious Monk,Dave Holland
Rahsaan Roland Kirk,Was (Not Was)
Charlie Parker,Cannonball Adderley
Lester Young,Cannonball Adderley
John Scofield,Charlie Hunter
Thelonious Monk,Charlie Hunter
Jim Hall,Charlie Hunter
John Coltrane,John Scofield
Dr. Lonnie Smith,Charlie Hunter
Jim Hall,Bill Frisell
Tuck & Patti,Charlie Hunter
James Moody,"Oscar Brown, Jr."
Jimmy McGriff,Charlie Hunter
Johnny Guarnieri,JoÃ£o Donato
Nat King Cole,Johnny Mathis
Lester Young,Al Cohn
Erroll Garner,Mal Waldron
Miles Davis,The Blackbyrds
Cal Tjader,Georgie Fame
Jimmy Raney,Johnny Smith
Freddie Hubbard,The Blackbyrds
Tal Farlow,Johnny Smith
Spyro Gyra,Bill Evans
Stan Kenton,Gerry Mulligan
Herbie Hancock,Patrice Rushen
Gil Evans,Gerry Mulligan
Charles Mingus,Dave Holland
Al Cohn,Stan Getz
Grant Green,George Benson
McCoy Tyner,Patrice Rushen
Eric Dolphy,Bill Frisell
Zoot Sims,Al Cohn
Dizzy Gillespie,J.J. Johnson
Charlie Parker,J.J. Johnson
Bill Evans,The Zombies
Sonny Rollins,Joe Lovano
Johnny Mandel,JoÃ£o Donato
Claus Ogerman,JoÃ£o Donato
Pete Johnson,Mose Allison
Louis Jordan,Mose Allison
McCoy Tyner,Jacky Terrasson
Sonny Stitt,Cannonball Adderley
Don Cherry,Jai Uttal
Miles Davis,Dave Holland
Sonny Stitt,Al Cohn
Dizzy Gillespie,Mose Allison
Rahsaan Roland Kirk,Charlie Hunter
Joe Sample,Charlie Hunter
Grady Tate,Charlie Hunter
Louis Jordan,"Oscar Brown, Jr."
Keith Jarrett,Steely Dan
John Coltrane,Lenny White
Al Di Meola,Steve Vai
Joe Henderson,Joe Lovano
Nat King Cole,Aretha Franklin
Albert Ayler,Pere Ubu
Charlie Parker,Paul Bley
Lennie Tristano,Paul Bley
Miles Davis,Chris Rea
John Coltrane,Alice Coltrane
Dexter Gordon,Alice Coltrane
Bud Powell,Alice Coltrane
McCoy Tyner,Alice Coltrane
Artie Shaw,Mel TormÃ©
Lester Young,Anita O'Day
Cab Calloway,Anita O'Day
Harry James,Mel TormÃ©
Sun Ra,The Budos Band
Return to Forever,The Budos Band
Roy Ayers,The Budos Band
Manu Dibango,Peter Gabriel
Sun Ra,Fred Anderson
Ornette Coleman,Fred Anderson
Lester Young,Fred Anderson
Dizzy Gillespie,"Harry ""Sweets"" Edison"
Horace Silver,George Duke
Charlie Parker,Fred Anderson
Ramsey Lewis,George Duke
George Duke,David Foster
Grady Tate,Peter Erskine
Billy Cobham,Peter Erskine
Stan Kenton,Peter Erskine
Max Roach,Peter Erskine
Roy Haynes,Peter Erskine
Elvin Jones,Peter Erskine
Sonny Rollins,Fred Anderson
Horace Silver,Roy Ayers
Miles Davis,Roy Ayers
Cal Tjader,Roy Ayers
Herbie Mann,Roy Ayers
Mose Allison,Pete Townshend
Chico Hamilton,Roy Ayers
Narada Michael Walden,David Foster
Barney Kessel,Pete Townshend
Ronnie Foster,David Foster
Quincy Jones,David Foster
Shelly Manne,Peter Erskine
Charles Mingus,Chris Rea
Charlie Parker,Paul Desmond
Lee Konitz,Paul Desmond
Larry Carlton,Jonathan Butler
Herbie Hancock,Hubert Laws
Gil Evans,Hubert Laws
BÃ©la Fleck,Phish
Miles Davis,Hubert Laws
Wes Montgomery,Hubert Laws
John Coltrane,Hubert Laws
Woody Herman,Roy Hargrove
Miles Davis,Booker Little
Charlie Parker,Booker Little
Dizzy Gillespie,Booker Little
John Lewis,Hampton Hawes
Cal Tjader,George Duke
Charlie Parker,Hampton Hawes
Bud Powell,Hank Jones
Nat King Cole,Brook Benton
Nat King Cole,Hank Jones
Herbie Hancock,Toto
Sun Ra,Phish
Wynton Marsalis,Roy Hargrove
Freddie Hubbard,Roy Hargrove
Lester Young,Paul Desmond
Ahmad Jamal,George Duke
Les McCann,George Duke
Herbie Hancock,David Foster
Dave Brubeck,Paolo Conte
Nat King Cole,Mighty Sparrow
Bud Powell,Hampton Hawes
Lee Morgan,Roy Hargrove
Mel Lewis,Peter Erskine
Dave Grusin,Jim Brickman
Larry Carlton,Toto
Keith Jarrett,Jim Brickman
Bob James,Jim Brickman
Miles Davis,Roy Hargrove
Art Farmer,Roy Hargrove
Clifford Brown,Roy Hargrove
Fats Navarro,Roy Hargrove
Clifford Brown,Booker Little
Ornette Coleman,The Velvet Underground
Illinois Jacquet,The Memphis Horns
Bobby Hutcherson,Roy Ayers
Miles Davis,George Duke
Charles Mingus,Pentangle
Quincy Jones,Nana Mouskouri
Herbie Hancock,George Duke
The Delta Rhythm Boys,The Tams
BÃ©la Fleck,Dan Tyminski
John Coltrane,Rahsaan Roland Kirk
Johnny Griffin,Rahsaan Roland Kirk
Wayne Shorter,Kirk Whalum
Quincy Jones,Kirk Whalum
The Rippingtons,Kirk Whalum
George Duke,Kirk Whalum
Charlie Christian,Mahavishnu Orchestra
Tal Farlow,Mahavishnu Orchestra
Ornette Coleman,Mahavishnu Orchestra
Miles Davis,Bill Cosby
Hank Crawford,Kirk Whalum
Tom Scott,Kirk Whalum
Jaco Pastorius,Primus
Spyro Gyra,Kirk Whalum
Thelonious Monk,Pentangle
Quincy Jones,Babyface
Al Di Meola,Jesse Cook
Gil Evans,Sting
Gil Evans,Helen Merrill
McCoy Tyner,George Duke
BÃ©la Fleck,Umphrey's McGee
Cab Calloway,Danny Elfman
Dr. Lonnie Smith,Ronnie Foster
Rahsaan Roland Kirk,Neneh Cherry
Don Cherry,Neneh Cherry
Hugh Masekela,Baaba Maal
Lalo Schifrin,Danny Elfman
Ornette Coleman,Neneh Cherry
Miles Davis,Sting
Miles Davis,Neneh Cherry
Manu Dibango,Baaba Maal
John Coltrane,Neneh Cherry
Miles Davis,A.R. Kane
Charlie Christian,The Ventures
"Grover Washington, Jr.",Kirk Whalum
Miles Davis,Mahavishnu Orchestra
Miles Davis,Tangerine Dream
Louis Jordan,Royal Crown Revue
Jay McShann,Jimmy Witherspoon
Buck Clayton,Jimmy Witherspoon
Louis Prima,Royal Crown Revue
Sun Ra,Pink Floyd
Jonah Jones,Roy Eldridge
Illinois Jacquet,Jimmy Witherspoon
Albert Ayler,Yoko Ono
John Coltrane,Yoko Ono
Charlie Parker,Bill Cosby
Lester Young,Charlie Ventura
Louis Jordan,The Mar-Keys
Stanley Turrentine,The Brecker Brothers
Miles Davis,Helen Merrill
Dick Hyman,Vangelis
Michel Legrand,Vangelis
Gene Harris,George Duke
Eric Dolphy,Rahsaan Roland Kirk
Clifford Brown,Rahsaan Roland Kirk
Thelonious Monk,Rahsaan Roland Kirk
Sun Ra,Utopia
Art Blakey,Woody Shaw
McCoy Tyner,Woody Shaw
Eric Dolphy,Woody Shaw
Yusef Lateef,John Coltrane Quartet
Miles Davis,John Coltrane Quartet
Jaco Pastorius,Tony Levin
Freddie Hubbard,Woody Shaw
Fats Navarro,Woody Shaw
Manu Dibango,Youssou N'Dour
Gerald Albright,Brian Culbertson
Gene Harris,Brian Culbertson
Joe Sample,Brian Culbertson
Lester Young,Rahsaan Roland Kirk
Roy Haynes,Rahsaan Roland Kirk
Jimmy Giuffre,Rahsaan Roland Kirk
Ornette Coleman,Rahsaan Roland Kirk
Stan Kenton,June Christy
Sun Ra,Yoko Ono
Bob James,Kirk Whalum
Cannonball Adderley,Manfred Mann
Cannonball Adderley,The Memphis Horns
Quincy Jones,Zero 7
Bobby Timmons,Les McCann
Chet Baker,Susannah McCorkle
Dick Hyman,Suzanne Ciani
Miles Davis,Jan Garbarek
Mose Allison,Les McCann
Cab Calloway,Spike Jones
Ornette Coleman,Jan Garbarek
Freddie Hubbard,Soulive
Joe Sample,Soulive
McCoy Tyner,Soulive
Art Blakey,Jimmy Cobb
Charles Mingus,Bill Frisell
Keith Jarrett,Jan Garbarek
Stan Kenton,Art Pepper
Lester Young,Art Pepper
Miles Davis,Jean-Luc Ponty
Charlie Parker,Jackie Mittoo
Wynton Kelly,Les McCann
Charlie Parker,Jean-Luc Ponty
Jimmy McGriff,Soulive
The Crusaders,Soulive
Grant Green,Soulive
Marcus Miller,Soulive
Dexter Gordon,Jan Garbarek
Miles Davis,Jimmy Cobb
Nat King Cole,Luther Vandross
Louis Jordan,"Clarence ""Gatemouth"" Brown"
Quincy Jones,Luther Vandross
Mose Allison,J.J. Cale
Herbie Hancock,The Art of Noise
Lalo Schifrin,Michael Nyman
Raymond Scott,The Art of Noise
Raymond Scott,Spike Jones
Wayne Shorter,Jan Garbarek
"Medeski, Martin & Wood",Soulive
Roy Ayers,Soulive
Wes Montgomery,Soulive
Art Blakey,Bill Bruford
Pharoah Sanders,Jan Garbarek
Jimmy Smith,Jackie Mittoo
Zoot Sims,Art Pepper
John Coltrane,Jean-Luc Ponty
Bill Evans,Norah Jones
Miles Davis,Davy Graham
Paquito D'Rivera,Thievery Corporation
Jan Garbarek,William Orbit
Louis Jordan,James Brown
Mose Allison,Johnny Rivers
Miles Davis,James Brown
Nat King Cole,Jackie Paris
Gato Barbieri,Thievery Corporation
Milt Hinton,Charles Mingus
Thelonious Monk,Charles Mingus
Bud Powell,Paul Bley
Charlie Parker,Jackie Paris
Thelonious Monk,Paul Bley
BÃ©la Fleck,Tony Furtado
Oscar Peterson,Paul Bley
John Lewis,Paul Bley
Albert Ayler,Laraaji
Gene Ammons,Jan Garbarek
Herbie Hancock,Soulive
Miles Davis,King Crimson
Sonny Sharrock,Bill Frisell
Raymond Scott,Alvin & the Chipmunks
Charlie Parker,Art Pepper
Shirley Horn,Norah Jones
Pat Martino,Tuck & Patti
Joe Lovano,Bill Frisell
Johnny Smith,Bill Frisell
Raymond Scott,Gloria Lynne
Jimmy Smith,Soulive
Bill Evans,Astrud Gilberto
Gil Evans,Astrud Gilberto
Nat King Cole,Astrud Gilberto
John Coltrane,Jan Garbarek
Charles Lloyd,Jan Garbarek
Chet Baker,Astrud Gilberto
Mose Allison,Jimi Hendrix
Stan Getz,The Wannadies
John Abercrombie,The Durutti Column
John Coltrane,Art Pepper
Charlie Christian,Dan Hicks & His Hot Licks
Ornette Coleman,Jean-Luc Ponty
"Richard ""Groove"" Holmes",Jimmy McGriff
Miles Davis,John Scofield
Sonny Stitt,Charles Earland
Diana Krall,Norah Jones
Oscar Peterson,Les McCann
Miles Davis,Cowboy Junkies
Tuck & Patti,Norah Jones
StÃ©phane Grappelli,Jean-Luc Ponty
Thelonious Monk,Jean-Luc Ponty
John McLaughlin,Tuck & Patti
Stan Getz,Everything But the Girl
Jim Hall,John Scofield
Bill Evans,Brad Mehldau
Jackie McLean,Lou Donaldson
"Lambert, Hendricks & Ross",The Manhattan Transfer
Sun Ra,The Orb
Wes Montgomery,Tuck & Patti
Jan Garbarek,Ryuichi Sakamoto
Benny Golson,Lou Donaldson
Charlie Christian,Chuck Berry
Paul Bley,Brad Mehldau
Bill Evans,Jean-Luc Ponty
Alice Coltrane,Kadhja Bonet
Johnny Smith,Luiz BonfÃ¡
Stanley Turrentine,Roy Hargrove
Booker Little,Roy Hargrove
Sonny Stitt,Booker Ervin
John Coltrane,Booker Ervin
Dexter Gordon,Booker Ervin
Lester Young,Booker Ervin
Dizzy Gillespie,Roy Hargrove
Cecil Taylor,The Velvet Underground
Bill Evans,Jim Brickman
Charlie Parker,Roy Hargrove
Johnny Griffin,Roy Hargrove
Bill Evans,Hampton Hawes
Charlie Parker,Joe Pass
Max Roach,Ray Barretto
George Benson,Soulive
Gil Evans,Brad Mehldau
Freddie Hubbard,Brad Mehldau
McCoy Tyner,Brad Mehldau
Nat King Cole,Chuck Berry
Miles Davis,Michal Urbaniak
John Coltrane,Spiritualized
Bill Frisell,Brad Mehldau
Billy Taylor,Ahmad Jamal
Jack DeJohnette,Brad Mehldau
Wynton Kelly,Ahmad Jamal
Chick Corea,Brad Mehldau
Acker Bilk,Herb Alpert
Jack McDuff,Charles Earland
George Shearing,Ahmad Jamal
Miles Davis,Brad Mehldau
Sun Ra,Spiritualized
George Russell,Lou Donaldson
Billy Strayhorn,Ahmad Jamal
Cal Tjader,Lou Donaldson
Wes Montgomery,Lou Donaldson
Jimmy Smith,Charles Earland
"Medeski, Martin & Wood",The Disco Biscuits
John Coltrane,Laraaji
Keith Jarrett,Brad Mehldau
Steve Kuhn,Brad Mehldau
Louis Jordan,Chuck Berry
Mose Allison,"Oscar Brown, Jr."
Herbie Hancock,Brad Mehldau
Grant Green,Tuck & Patti
Erroll Garner,Ahmad Jamal
Clifford Brown,Jean-Luc Ponty
Mahavishnu Orchestra,Bad Brains
Charlie Parker,Lou Donaldson
Charlie Christian,Jimmy Raney
Charlie Parker,The Dirty Dozen Brass Band
Jimmy Smith,Jimmy McGriff
Paquito D'Rivera,Gloria Estefan
Thelonious Monk,The Dirty Dozen Brass Band
Erroll Garner,Les McCann
George Benson,Tuck & Patti
Nat King Cole,Brenda Lee
Horace Silver,Les McCann
Ramsey Lewis,Les McCann
Preservation Hall Jazz Band,The Dirty Dozen Brass Band
Sonny Rollins,Bennie Maupin
The Modern Jazz Quartet,Jack Bruce
Woody Shaw,Mulgrew Miller
Horace Silver,Bill Evans
Sonny Rollins,Toshiko Akiyoshi
Archie Shepp,Fela Kuti
Charlie Parker,Sonny Stitt
Bud Powell,Toshiko Akiyoshi
Don Byas,Sonny Rollins
Sonny Stitt,Sonny Rollins
Gil Evans,Wayne Shorter
Stan Getz,Wayne Shorter
Jimmy Raney,Wes Montgomery
Tadd Dameron,Sonny Rollins
Sonny Rollins,Wes Montgomery
Booker Little,Terence Blanchard
Gerry Mulligan,Gary McFarland
Dizzy Gillespie,Sonny Stitt
Woody Shaw,Terence Blanchard
Weather Report,The Police
Miles Davis,Bob Berg
Eric Dolphy,Wayne Shorter
Lennie Tristano,Bill Evans
John Coltrane,The Lounge Lizards
Return to Forever,Steps Ahead
John Coltrane,Frank Zappa
Charlie Parker,Ornette Coleman
Al Cohn,The Lounge Lizards
Miles Davis,Fela Kuti
Louis Jordan,Joe Liggins
Charles Mingus,Amon Tobin
Zoot Sims,The Lounge Lizards
Gil Evans,Toshiko Akiyoshi
Oscar Peterson,Toshiko Akiyoshi
John Lewis,Toshiko Akiyoshi
Miles Davis,Toshiko Akiyoshi
Max Roach,Toshiko Akiyoshi
Don Cherry,Matthew Halsall
Ralph Burns,Toshiko Akiyoshi
Lester Young,Sonny Stitt
Dizzy Gillespie,Clark Terry
Sonny Clark,Bill Evans
Lester Young,Wayne Shorter
Art Blakey,Wayne Shorter
Lee Morgan,Terence Blanchard
Nat King Cole,Johnnie Taylor
Miles Davis Quintet,Pat Metheny Group
Don Byas,Stanley Turrentine
Philly Joe Jones,Grady Tate
John Coltrane,The Godz
Oliver Nelson,"Grover Washington, Jr."
Sonny Stitt,Yusef Lateef
Gerry Mulligan,"Grover Washington, Jr."
Dizzy Gillespie,Yusef Lateef
Art Blakey,Grady Tate
Hank Crawford,"Grover Washington, Jr."
John Coltrane Quartet,Pat Metheny Group
Dexter Gordon,Yusef Lateef
Charlie Parker,Yusef Lateef
Lester Young,Yusef Lateef
Cannonball Adderley,"Grover Washington, Jr."
Ray Brown,Little Milton
Tadd Dameron,Stanley Turrentine
Miles Davis,Terence Blanchard
Bill Evans,Rick Wakeman
Hank Jones,Bill Charlap
Clifford Brown,Terence Blanchard
Wynton Marsalis,Terence Blanchard
Louis Jordan,Ornette Coleman
Gerry Mulligan,The Lounge Lizards
Sun Ra,The Godz
Herbie Mann,"Grover Washington, Jr."
Gene Ammons,Stanley Turrentine
Steve Kuhn,Bill Charlap
Paul Desmond,Bill Charlap
Sonny Rollins,Stanley Turrentine
Ahmad Jamal,Bill Charlap
Albert Ayler,The Lounge Lizards
Oscar Peterson,Bill Charlap
Tommy Flanagan,Bill Charlap
Gerry Mulligan,Bill Charlap
Thelonious Monk Quartet,Pat Metheny Group
Bill Evans Trio,Pat Metheny Group
Charles Mingus,Calexico
Miles Davis,The Lounge Lizards
Charlie Parker,Wayne Shorter
Gil Evans,Calexico
Buck Clayton,Art Farmer
Ahmad Jamal,Gene Harris
Erroll Garner,Gene Harris
Miles Davis,David Sylvian
Lester Young,Bud Shank
Buddy Collette,Eric Dolphy
Miles Davis,Art Farmer
Miles Davis,Tim Buckley
Miles Davis,Joe Zawinul
Ramsey Lewis,"Earth, Wind & Fire"
Sonny Stitt,Benny Golson
Tadd Dameron,Benny Golson
Louis Jordan,Nina Simone
Stan Kenton,Bud Shank
Mose Allison,Doug Sahm
Wardell Gray,Art Farmer
Art Pepper,Bud Shank
Ramsey Lewis,The Brand New Heavies
Louis Jordan,Dinah Washington
Ray Nance,Art Farmer
Roy Ayers,The Brand New Heavies
Miles Davis,Steven Halpern
Dave Brubeck,Otis Taylor
Cannonball Adderley,The Crusaders
Lester Young,Buddy Tate
John Coltrane,Steven Halpern
Ramsey Lewis,The Crusaders
Stan Getz,Buddy Tate
Charlie Parker,Otis Taylor
Ornette Coleman,Eric Dolphy
Dizzy Gillespie,Benny Golson
John Coltrane,MC5
John Coltrane,"Earth, Wind & Fire"
Erroll Garner,Joe Zawinul
Cab Calloway,Dinah Washington
Woody Herman,Buddy DeFranco
Jimmy Smith,Stanton Moore
Lalo Schifrin,Giorgio Moroder
Les McCann,Joe Zawinul
Raymond Scott,Les Baxter
Horace Silver,Art Farmer
Roy Eldridge,Art Farmer
Ornette Coleman,Wayne Shorter
Freddie Hubbard,Terence Blanchard
John Coltrane,Fela Kuti
Eric Dolphy,Terence Blanchard
Pharoah Sanders,Fela Kuti
Miles Davis,Wayne Shorter
Charlie Christian,Wes Montgomery
Roy Ayers,King
Chet Baker,Freddie Hubbard
Yusef Lateef,Traffic
Sonny Rollins,Wayne Shorter
John Coltrane,Wayne Shorter
Miles Davis,Calexico
Thelonious Monk,The Lounge Lizards
Tal Farlow,Wes Montgomery
Dexter Gordon,Wayne Shorter
Ornette Coleman,The Lounge Lizards
Dexter Gordon,Sonny Rollins
Raymond Scott,Frank Zappa
John Coltrane,Wes Montgomery
Charlie Parker,Sonny Rollins
George Shearing,Joe Zawinul
Bud Powell,Joe Zawinul
Lou Donaldson,"Earth, Wind & Fire"
Cannonball Adderley,"Earth, Wind & Fire"
Artie Shaw,Les Baxter
Lester Young,Art Farmer
Stan Kenton,The Lounge Lizards
Roy Haynes,Grady Tate
George Russell,The Lounge Lizards
Max Roach,Grady Tate
Thelonious Monk,Sonny Rollins
Ornette Coleman,Sonny Rollins
Eric Dolphy,Frank Zappa
Louis Jordan,Sonny Rollins
Lester Young,Sonny Rollins
Art Blakey,Terence Blanchard
Ben Webster,Sonny Rollins
Barney Kessel,Wes Montgomery
Fats Navarro,Sonny Rollins
Illinois Jacquet,Stanley Turrentine
Don Byas,Yusef Lateef
Dizzy Gillespie,Slim Gaillard
StÃ©phane Grappelli,Kronos Quartet
Erroll Garner,Dave Brubeck
Ben Webster,"Eddie ""Lockjaw"" Davis"
Illinois Jacquet,"Eddie ""Lockjaw"" Davis"
Oscar Peterson,Dave Brubeck
Lester Young,"Eddie ""Lockjaw"" Davis"
The Modern Jazz Quartet,Terry Gibbs
Jan Hammer,Fever Ray
Thelonious Monk,Captain Beefheart
Chet Baker,Chris Isaak
Chet Baker,Gal Costa
Gene Ammons,Albert Ayler
Charles Mingus,Soft Machine
Billy Strayhorn,Oliver Nelson
John Coltrane,Albert Ayler
Charlie Parker,Albert Ayler
Wardell Gray,Albert Ayler
Art Blakey,Soft Machine
Lester Young,Albert Ayler
John Coltrane,Soft Machine
Albert Ayler,Captain Beefheart
Cannonball Adderley,John Klemmer
Sonny Rollins,Oliver Nelson
George Duke,Greg Phillinganes
Joe Sample,Greg Phillinganes
Herbie Hancock,Greg Phillinganes
Tony Williams,Spyro Gyra
Thelonious Monk,Annette Peacock
Kenny Clarke,Charlie Watts
Dizzy Gillespie,Albert Ayler
Gil Evans,Oliver Nelson
Don Cherry,Eagle-Eye Cherry
Jack McDuff,War
Miles Davis,Soft Machine
Ornette Coleman,Soft Machine
Charlie Christian,Barney Kessel
The Modern Jazz Quartet,Soft Machine
Rahsaan Roland Kirk,Captain Beefheart
George Russell,Oliver Nelson
Illinois Jacquet,Albert Ayler
Elvin Jones,Charlie Watts
Charlie Parker,Charlie Watts
Dexter Gordon,James Moody
Joe Lovano,Paul Motian
Kenny Clarke,Paul Motian
Miles Davis,Level 42
Mahavishnu Orchestra,Level 42
John McLaughlin,Level 42
Charlie Christian,John Renbourn
Quincy Jones,Siedah Garrett
Freddie Hubbard,James Morrison
Miles Davis,James Morrison
Dizzy Gillespie,James Morrison
Clark Terry,James Morrison
Ornette Coleman,Silver Apples
Spyro Gyra,Level 42
Ahmad Jamal,Herbie Hancock
Harry James,Ray Anthony
Miles Davis,"Lee ""Scratch"" Perry"
Charlie Parker,Barry Harris
Thelonious Monk,Barry Harris
Bud Powell,Barry Harris
Don Byas,Pepper Adams
Roy Haynes,Charlie Watts
Max Roach,Charlie Watts
Jaco Pastorius,Squarepusher
Quincy Jones,Oliver Nelson
Herbie Hancock,Robert Glasper
Barney Kessel,Charlie Barnet
Mahavishnu Orchestra,Squarepusher
Weather Report,Squarepusher
Bob James,Kim Waters
Mulgrew Miller,Robert Glasper
Charles Mingus,The Residents
Miles Davis,The Residents
Lester Young,Paul Quinichette
Stan Kenton,The Residents
Michel Legrand,Dusty Springfield
Art Blakey,Charlie Watts
Marian McPartland,Dave Brubeck
Sun Ra,Herbie Hancock
Miles Davis,Squarepusher
Sun Ra,MC5
Stanley Turrentine,Kim Waters
Jimmy Smith,Booker T. Jones
Red Mitchell,Ornette Coleman
George Duke,David Benoit
Wynton Kelly,Bill Charlap
Cab Calloway,Slim Gaillard
John Coltrane,Fugazi
Marian McPartland,Bill Charlap
John Lewis,David Benoit
Jimmy Smith,"Johnny ""Hammond"" Smith"
Tadd Dameron,Gigi Gryce
Horace Silver,David Benoit
Phil Woods,Bill Charlap
John Coltrane,The Byrds
Herbie Hancock,Bill Charlap
Dave Brubeck,Bill Charlap
Vince Guaraldi,David Benoit
John Coltrane,Terry Riley
Stan Kenton,Ornette Coleman
Hank Mobley,Freddie Hubbard
Miles Davis,Cassandra Wilson
Art Blakey,Freddie Hubbard
Bud Powell,Freddie Hubbard
The Modern Jazz Quartet,Bill Charlap
Bud Powell,Bill Charlap
Chick Corea,David Benoit
Thelonious Monk,Ornette Coleman
Charlie Parker,Trick Pony
Sun Ra,Nina Hagen
Alice Coltrane,Matthew Halsall
Fats Navarro,Freddie Hubbard
Dizzy Gillespie,Matthew Halsall
Eric Dolphy,Freddie Hubbard
Clifford Brown,Freddie Hubbard
Art Pepper,Freddie Hubbard
Miles Davis,Freddie Hubbard
Wes Montgomery,Freddie Hubbard
Dizzy Gillespie,Freddie Hubbard
Booker Little,Freddie Hubbard
Miles Davis,Matthew Halsall
Hot Lips Page,Freddie Hubbard
Philly Joe Jones,Frank Butler
Milt Jackson,Arthur Lyman
Louis Prima,Buddy Greco
Sonny Rollins,John Klemmer
Roy Ayers,Hiroshima
Kenny G,Kim Waters
Benny Golson,Oliver Nelson
Wes Montgomery,John Renbourn
The Crusaders,Incognito
Ronnie Laws,Incognito
George Duke,Incognito
Quincy Jones,Patti Austin
Nat King Cole,Sade
John Coltrane,Spyro Gyra
Miles Davis,Spyro Gyra
Ornette Coleman,Spyro Gyra
Thelonious Monk,Spyro Gyra
Miles Davis,John Klemmer
Gary Burton,Spyro Gyra
Herbie Hancock,Spyro Gyra
Shelly Manne,Charlie Watts
Wardell Gray,Oliver Nelson
Sonny Rollins,Albert Ayler
Louis Jordan,Joe Jackson
Dexter Gordon,John Klemmer
Warne Marsh,John Klemmer
Eddie Harris,Kim Waters
Don Byas,Oliver Nelson
John Coltrane,Kim Waters
John Coltrane,John Klemmer
Hank Crawford,Kim Waters
Ben Webster,Kim Waters
Stan Getz,John Klemmer
Rahsaan Roland Kirk,Kim Waters
Lee Konitz,John Klemmer
Sonny Stitt,John Klemmer
Dave Grusin,Galactic
"Medeski, Martin & Wood",Galactic
John Coltrane,Oliver Nelson
The Dirty Dozen Brass Band,Galactic
Charlie Parker,Oliver Nelson
Ramsey Lewis,Joe Jackson
Jan Garbarek,Harold Budd
Dizzy Gillespie,Art Farmer
James Mason,The Brand New Heavies
Charles Mingus,Mingus Big Band
Miles Davis,Talking Heads
Grant Green,Leo Kottke
Chet Baker,Van Morrison
Milt Jackson,Monty Alexander
Ahmad Jamal,Monty Alexander
Oscar Peterson,Monty Alexander
Artie Shaw,Buddy DeFranco
George Shearing,Todd Rhodes
Roy Ayers,Faithless
Nat King Cole,Monty Alexander
