Name,Genre
Jonas Brothers,Pop/Rock
Happy Mondays,Pop/Rock
Maktub,R&B;
Lily Allen,Pop/Rock
Kat DeLuna,Pop/Rock
Man Parrish,Electronic
? & the Mysterians,Pop/Rock
Stuff,R&B;
Moby Grape,Pop/Rock
Taio Cruz,Pop/Rock
Paolo Nutini,Pop/Rock
Marcia Griffiths,Reggae
ABC,Pop/Rock
Herman's Hermits,Pop/Rock
The Verve,Pop/Rock
A Taste of Honey,R&B;
Seal,Pop/Rock
The Who,Pop/Rock
Suicidal Tendencies,Pop/Rock
The Vogues,Pop/Rock
The Walker Brothers,Pop/Rock
The Zombies,Pop/Rock
APB,Pop/Rock
Willie Nelson,Country
Dave Edmunds,Pop/Rock
Annie Lennox,Pop/Rock
MÃ³nica Naranjo,Latin
Moodymann,Electronic
Yarbrough & Peoples,R&B;
Buckethead,Avant-Garde
Tim Buckley,Pop/Rock
Morcheeba,Electronic
After 7,R&B;
Eros Ramazzotti,Pop/Rock
Aerosmith,Pop/Rock
Atlanta Rhythm Section,Pop/Rock
Al Jarreau,Vocal
Tom Jones,Pop/Rock
Tom Tom Club,Pop/Rock
Tom Petty,Pop/Rock
Tom Waits,Pop/Rock
Brainstorm,R&B;
Tom Morello,Pop/Rock
My Life with the Thrill Kill Kult,Pop/Rock
Brinsley Schwarz,Pop/Rock
Edwyn Collins,Pop/Rock
Mya,R&B;
TonÃ©x,R&B;
Brick,R&B;
Brian Blade,Jazz
The Box Tops,Pop/Rock
Stevie Ray Vaughan,Pop/Rock
Tommy Roe,Pop/Rock
Britney Spears,Pop/Rock
The Buckinghams,Pop/Rock
Breakwater,R&B;
Bruce Hornsby,Pop/Rock
Katharine McPhee,Pop/Rock
Danity Kane,R&B;
Buckwheat Zydeco,International
Bunny Wailer,Reggae
Buster Brown,Blues
Jason Derulo,Pop/Rock
Can,Pop/Rock
Justice,Electronic
Guaco,Latin
H-Town,R&B;
Gilberto Gil,International
Guitar Slim,Blues
Hercules & Love Affair,Electronic
Grand Funk Railroad,Pop/Rock
Giorgio Moroder,Pop/Rock
Vampire Weekend,Pop/Rock
Glenn Lewis,R&B;
Gloria Estefan,Pop/Rock
Daft Punk,Electronic
Dan Penn,Pop/Rock
James Cleveland,Religious
Marcus Miller,Jazz
Marc Anthony,Latin
Marc Dorsey,Pop/Rock
Mandy Moore,Pop/Rock
Manfred Mann,Pop/Rock
Daryl Hall & John Oates,Pop/Rock
Marc Cohn,Pop/Rock
Hezekiah Walker,Religious
Hi-Five,R&B;
John Scofield,Jazz
Marc Broussard,Pop/Rock
Yaz,Pop/Rock
Yello,Electronic
Linda Ronstadt,Pop/Rock
Dave Matthews,Pop/Rock
Z.Z. Hill,Blues
ZZ Top,Pop/Rock
Yolanda Adams,Religious
Phoebe Snow,Pop/Rock
Zero 7,Electronic
Ziggy Marley,Reggae
ZhanÃ©,R&B;
Paris Hilton,Pop/Rock
Jordin Sparks,R&B;
Corinne Bailey Rae,R&B;
Enrique Iglesias,Latin
Four Tet,Electronic
Donnie McClurkin,Religious
Tony Joe White,Pop/Rock
Stanley Clarke,Jazz
Paul Anka,Pop/Rock
The Allman Brothers Band,Pop/Rock
Tracey Ullman,Pop/Rock
Allure,R&B;
Spiritualized,Pop/Rock
Paul Carrack,Pop/Rock
Troop,R&B;
Patti Smith,Pop/Rock
Paul Oakenfold,Electronic
Slade,Pop/Rock
Paul Revere & the Raiders,Pop/Rock
The Animals,Pop/Rock
ThalÃ­a,Latin
Sly & Robbie,Reggae
Peaches,Electronic
Paul van Dyk,Electronic
Snooks Eaglin,Blues
Sia,Pop/Rock
The Association,Pop/Rock
The Beatles,Pop/Rock
SinÃ©ad O'Connor,Pop/Rock
Steve Perry,Pop/Rock
Syleena Johnson,R&B;
Simply Red,Pop/Rock
The Blasters,Pop/Rock
Beth Orton,Pop/Rock
Big Brother & the Holding Company,Pop/Rock
Blaque,R&B;
Beres Hammond,Reggae
The Fleetwoods,Pop/Rock
The Cheetah Girls,Pop/Rock
Big Audio Dynamite,Pop/Rock
The Fugs,Pop/Rock
Badly Drawn Boy,Pop/Rock
Bobby Watson,Jazz
Backstreet Boys,Pop/Rock
The Horrors,Pop/Rock
Bobby McFerrin,Vocal
Idina Menzel,Vocal
King's X,Pop/Rock
Boy George,Pop/Rock
Kim Waters,Jazz
The Kingsmen,Pop/Rock
Nicole Scherzinger,Pop/Rock
Chris Isaak,Pop/Rock
Cherish,R&B;
Kylie Minogue,Pop/Rock
Koop,Electronic
Colin Blunstone,Pop/Rock
Israel Houghton,Religious
Hellogoodbye,Pop/Rock
Christina Aguilera,Pop/Rock
Ladytron,Electronic
Aqualung,Pop/Rock
Larry Heard,Electronic
Clarence Clemons,Pop/Rock
Gym Class Heroes,Pop/Rock
Leela James,R&B;
Cupid,R&B;
Bananarama,Pop/Rock
"Lee ""Scratch"" Perry",Reggae
The Crests,R&B;
Taj Mahal,Blues
Squeeze,Pop/Rock
Toots & the Maytals,Reggae
Shai,R&B;
Dwight Yoakam,Country
East 17,Pop/Rock
Dyke & the Blazers,R&B;
E.U.,R&B;
Tori Amos,Pop/Rock
Ben Harper,Pop/Rock
Shanice,R&B;
Carl Perkins,Pop/Rock
Frankie Knuckles,Electronic
Falco,Pop/Rock
Faithless,Electronic
Eddie Cochran,Pop/Rock
Fantasia,R&B;
Fishbone,Pop/Rock
Elton John,Pop/Rock
Elastica,Pop/Rock
Divine,Pop/Rock
EmilÃ­ana Torrini,Pop/Rock
Fun Lovin' Criminals,Pop/Rock
Gene Harris,Jazz
Dream,Pop/Rock
Gene Vincent,Pop/Rock
Luther Ingram,R&B;
Humble Pie,Pop/Rock
Etta James,Blues
Charlie Hunter,Jazz
Lyres,Pop/Rock
Duane Allman,Pop/Rock
Lou Christie,Pop/Rock
Tyrese,R&B;
Underworld,Electronic
Jamie Principle,Electronic
Jay & the Americans,Pop/Rock
Jan Hammer,Jazz
Vonda Shepard,Pop/Rock
Uncle Sam,R&B;
Jean Knight,R&B;
Debbie Gibson,Pop/Rock
Delbert McClinton,Blues
Debra Laws,R&B;
Leon Russell,Pop/Rock
Warren Zevon,Pop/Rock
Was (Not Was),Pop/Rock
Derek & the Dominos,Pop/Rock
Ween,Pop/Rock
Desmond Dekker,Reggae
Johnny Winter,Blues
Dick Dale,Pop/Rock
Horace Brown,R&B;
Little Richard,Pop/Rock
LFO,Pop/Rock
Horace Parlan,Jazz
Living Colour,Pop/Rock
Hothouse Flowers,Pop/Rock
Loose Ends,R&B;
Huey Lewis & the News,Pop/Rock
Robert Cray,Blues
Mark Morrison,R&B;
Liquid Liquid,Pop/Rock
Lisa Fischer,R&B;
Lowell George,Pop/Rock
Junior Murvin,Reggae
Julieta Venegas,Latin
Scissor Sisters,Pop/Rock
Savage Garden,Pop/Rock
Scritti Politti,Pop/Rock
Vanessa Bell Armstrong,Religious
Jennifer Paige,Pop/Rock
Michael Wycoff,R&B;
Pete Townshend,Pop/Rock
Peter Gabriel,Pop/Rock
Ronnie Lane,Pop/Rock
Marlena Shaw,Vocal
Jim Ford,Pop/Rock
RuPaul,Pop/Rock
Roxy Music,Pop/Rock
Marshall Crenshaw,Pop/Rock
Queen,Pop/Rock
Mary Mary,Religious
Nelly Furtado,Pop/Rock
Maxi Priest,Reggae
New York Dolls,Pop/Rock
Nick Lowe,Pop/Rock
Janelle MonÃ¡e,R&B;
McCoy Tyner,Jazz
Nicole,R&B;
Far East Movement,Pop/Rock
Menudo,Latin
Red Hot Chili Peppers,Pop/Rock
Norah Jones,Pop/Rock
Oleta Adams,Pop/Rock
O'Bryan,R&B;
Midnight Star,R&B;
Mick Jagger,Pop/Rock
The Rolling Stones,Pop/Rock
The Smithereens,Pop/Rock
The Searchers,Pop/Rock
Alice Smith,R&B;
James Morrison,Pop/Rock
The Knocks,Pop/Rock
A Certain Ratio,Pop/Rock
The Style Council,Pop/Rock
The Ventures,Pop/Rock
Sugababes,Pop/Rock
ABBA,Pop/Rock
The Standells,Pop/Rock
Them,Pop/Rock
Three Dog Night,Pop/Rock
Sunshine Anderson,R&B;
Monifah,R&B;
Third Eye Blind,Pop/Rock
Iggy Pop,Pop/Rock
Mose Allison,Jazz
Tiffany,Pop/Rock
Armand Van Helden,Electronic
Brass Construction,R&B;
Tom Scott,Jazz
N'Dea Davenport,Jazz
Heather Headley,R&B;
Stevie Nicks,Pop/Rock
Todd Rundgren,Pop/Rock
Mandisa,Religious
Captain & Tennille,Pop/Rock
Groove Armada,Electronic
Buddy Miles,Pop/Rock
Leona Lewis,Pop/Rock
Candy Dulfer,Jazz
Calvin Harris,Electronic
Canned Heat,Pop/Rock
dc Talk,Religious
Calvin Richardson,R&B;
Gino Vannelli,Pop/Rock
Gomez,Pop/Rock
"Harry Connick, Jr.",Vocal
Hanson,Pop/Rock
DJ Shadow,Electronic
Wings,Pop/Rock
Herbie Hancock,Jazz
Hiroshima,Jazz
Dave Barnes,Pop/Rock
World Party,Pop/Rock
Junior Wells,Blues
Zack de la Rocha,Pop/Rock
Gram Parsons,Pop/Rock
CeCe Winans,Religious
Grateful Dead,Pop/Rock
Captain Beefheart,Pop/Rock
The White Tie Affair,Pop/Rock
Duffy,Pop/Rock
Sharon Jones,R&B;
Lady Gaga,Pop/Rock
Karina,R&B;
Black Kids,Pop/Rock
Friendly Fires,Pop/Rock
Rodriguez,Pop/Rock
The Script,Pop/Rock
LMFAO,Pop/Rock
Bruno Mars,Pop/Rock
Stacy Barthe,R&B;
Melanie Fiona,R&B;
Kristinia DeBarge,R&B;
La Roux,Pop/Rock
Max Frost,Pop/Rock
Ideal,R&B;
Madonna,International
Santigold,Pop/Rock
Daya,Pop/Rock
Jeremih,R&B;
Trin-i-tee 5:7,Religious
Brett Young,Country
Jesse Boykins III,R&B;
Ellie Goulding,Pop/Rock
M/A/R/R/S,Electronic
Daley,R&B;
Kat Graham,Pop/Rock
Mike Posner,Pop/Rock
P!nk,Pop/Rock
The Cab,Pop/Rock
Rationale,Pop/Rock
The Dap-Kings Horns,R&B;
Teyana Taylor,R&B;
Kevin Lyttle,R&B;
Broken Bells,Pop/Rock
Sir Charles Jones,R&B;
The Glitch Mob,Pop/Rock
Verse Simmonds,R&B;
Justin Bieber,Pop/Rock
Ariana Grande,Pop/Rock
Grimes,Pop/Rock
Terrace Martin,R&B;
Eric Bellinger,R&B;
K. Michelle,R&B;
Charles Bradley,R&B;
Tink,R&B;
James Blake,Electronic
Lianne La Havas,Pop/Rock
The Boys,R&B;
Sam Smith,Pop/Rock
Nick Jonas,Pop/Rock
BJ the Chicago Kid,R&B;
Olly Murs,Pop/Rock
Mindless Behavior,R&B;
Jonathan McReynolds,Religious
Jamie Lawson,Pop/Rock
Jessie Ware,Pop/Rock
Kimbra,Pop/Rock
Jessie J,Pop/Rock
Kevin Garrett,R&B;
Mndsgn,Electronic
King,R&B;
Sam Hunt,Country
Zendaya,Pop/Rock
JhenÃ© Aiko,R&B;
Michael Kiwanuka,Pop/Rock
Tory Lanez,R&B;
Lana Del Rey,Pop/Rock
Elle Varner,R&B;
Alabama Shakes,Pop/Rock
Allen Stone,R&B;
Meghan Trainor,Pop/Rock
The Internet,R&B;
Little Mix,Pop/Rock
Jetta,Pop/Rock
The 1975,Pop/Rock
R5,Pop/Rock
John Newman,R&B;
Becky G,Pop/Rock
Jonn Hart,R&B;
Hiatus Kaiyote,R&B;
A*M*E,Pop/Rock
Sevyn Streeter,R&B;
August Alsina,R&B;
TGT,R&B;
Gawvi,Religious
Kat Dahlia,Pop/Rock
Zara Larsson,Electronic
Adrian Marcel,R&B;
Nick Hakim,R&B;
Hozier,Pop/Rock
Fifth Harmony,Pop/Rock
Justine Skye,R&B;
SoMo,Pop/Rock
Daniel Caesar,R&B;
Andra Day,R&B;
Kehlani,R&B;
TeeFLii,R&B;
Tinashe,R&B;
Mickey Guyton,Country
Bando Jonez,R&B;
VEDO,R&B;
Anthony Lewis,R&B;
Troye Sivan,Electronic
Francesco Yates,Pop/Rock
Kaytranada,Electronic
Karen Harding,Electronic
Raury,Pop/Rock
Kygo,Electronic
Jordan Rakei,R&B;
BÃ˜RNS,Pop/Rock
Jack Garratt,Pop/Rock
Natalie La Rose,R&B;
LANY,Pop/Rock
Jordan Fisher,Pop/Rock
HONNE,Pop/Rock
Leon Bridges,R&B;
Bibi Bourelly,Pop/Rock
Cheat Codes,Electronic
Izzy Bizu,R&B;
Astrid S,Pop/Rock
Rotimi,R&B;
That Poppy,Pop/Rock
Bryson Tiller,R&B;
Jamila Woods,R&B;
Roy Woods,R&B;
Steve Lacy,R&B;
Dua Lipa,Pop/Rock
Kali Uchis,Pop/Rock
Chris Lane,Country
Cloves,Pop/Rock
Billie Eilish,Pop/Rock
ZAYN,Pop/Rock
Ella Mai,R&B;
24hrs,R&B;
Xavier OmÃ¤r,R&B;
Brent Faiyaz,R&B;
Elohim,Pop/Rock
Trinidad Cardona,R&B;
