influencer_name,follower_name
Woody Guthrie,Johnny Horton
Greg Brown,Freedy Johnston
Odetta,John Renbourn
Davy Graham,John Renbourn
Ramblin' Jack Elliott,John Renbourn
Roscoe Holcomb,Old Crow Medicine Show
Kate Wolf,Indigo Girls
Buffy Sainte-Marie,Indigo Girls
Burl Ives,Indigo Girls
Joan Baez,Marianne Faithfull
Linda Perhacs,Devendra Banhart
Buffy Sainte-Marie,Ani DiFranco
Loreena McKennitt,Sarah McLachlan
Kate & Anna McGarrigle,Sarah McLachlan
Malvina Reynolds,Devendra Banhart
Joan Baez,Indigo Girls
Fred Neil,Roger McGuinn
Pete Seeger,Roger McGuinn
Woody Guthrie,Roger McGuinn
Karen Dalton,Devendra Banhart
The Roches,Indigo Girls
John Martyn,Tindersticks
The New Lost City Ramblers,Old Crow Medicine Show
Joan Baez,Lori McKenna
Odetta,Ani DiFranco
Judy Collins,St. Vincent
Ewan MacColl,Graham Nash
Fred Neil,Graham Nash
Malvina Reynolds,Tom Paxton
Pete Seeger,Graham Nash
Davy Graham,Graham Nash
Greg Brown,Ani DiFranco
Fred Neil,Steve Forbert
Phil Ochs,The Mountain Goats
Gordon Lightfoot,Steve Forbert
Steve Goodman,Aimee Mann
Doc Watson,David Grisman
Doc Watson,Old Crow Medicine Show
Bert Jansch,The Decemberists
Woody Guthrie,Dropkick Murphys
The Kingston Trio,The Dillards
The Incredible String Band,The Beta Band
Robert Earl Keen,Mason Jennings
The Kingston Trio,The Beach Boys
"Peter, Paul and Mary",James Taylor
Pete Seeger,Tom Paxton
The Kingston Trio,James Taylor
The New Christy Minstrels,Tom Paxton
Ramblin' Jack Elliott,Tom Paxton
The Incredible String Band,Robert Plant
Burl Ives,Tom Paxton
Kate & Anna McGarrigle,Daniel Lanois
Ramblin' Jack Elliott,Graham Nash
The Incredible String Band,Ghost
Woody Guthrie,Tom Paxton
Dave Van Ronk,Simon & Garfunkel
Karen Dalton,Sandy Denny
Fred Neil,Chris Smither
Mike Seeger,Old & In the Way
Carolyn Hester,Linda Perhacs
Phil Ochs,Neil Young
Elizabeth Cotten,fIREHOSE
Loreena McKennitt,Charlotte Church
Joan Baez,Linda Perhacs
Woody Guthrie,Karen Dalton
John Renbourn,Led Zeppelin
Shirley Collins,Linda Perhacs
Ramblin' Jack Elliott,Tom T. Hall
Woody Guthrie,George Jones
Ian & Sylvia,Neil Young
Judy Henske,Grace Slick
Ramblin' Jack Elliott,Karen Dalton
Carolyn Hester,Grace Slick
Doc Watson,The Lovin' Spoonful
Richie Havens,Gil Scott-Heron
The Lovin' Spoonful,Carly Simon
Shel Silverstein,Adam Sandler
The Lovin' Spoonful,Love
Woody Guthrie,Company
Ewan MacColl,Steeleye Span
Judy Collins,Carly Simon
Lucinda Williams,Jenny Lewis
The Incredible String Band,Gong
Judy Collins,Sandy Denny
Dave Van Ronk,Chris Smither
Bert Jansch,Chris Smither
Roscoe Holcomb,Neil Young
Jackson C. Frank,Simon & Garfunkel
Fred Neil,Mark Lanegan
Malvina Reynolds,Sweet Honey in the Rock
Tom Paxton,Buffalo Springfield
John Jacob Niles,Tom Paxton
Karen Dalton,Cat Power
Kate & Anna McGarrigle,Spirit of the West
Odetta,Karen Dalton
Judy Collins,"10,000 Maniacs"
Loreena McKennitt,Deva Premal
Odetta,Rhiannon Giddens
Greg Brown,Calexico
The Incredible String Band,Grizzly Bear
Lucinda Williams,Amy Millan
Sandy Denny,"10,000 Maniacs"
Judy Collins,Carpenters
Shirley Collins,"10,000 Maniacs"
Odetta,Ben Harper
Robert Earl Keen,Wayne Hancock
Odetta,Grace Slick
Buffy Sainte-Marie,Grace Slick
Richie Havens,Ben Harper
Gillian Welch,Calexico
Joan Baez,"10,000 Maniacs"
Steeleye Span,"10,000 Maniacs"
Pentangle,"10,000 Maniacs"
Woody Guthrie,Tom T. Hall
Damien Rice,The Lumineers
Elizabeth Cotten,Karen Dalton
Bert Jansch,Steeleye Span
Ewan MacColl,Tommy Collins
Lucinda Williams,Brandi Carlile
Ian & Sylvia,Tom Russell
Lucinda Williams,Tift Merritt
Jackson C. Frank,Sandy Denny
Doc Watson,Townes Van Zandt
Lucinda Williams,Neko Case
Bert Jansch,Sufjan Stevens
Ian & Sylvia,Vetiver
Vashti Bunyan,Vetiver
Fred Neil,Townes Van Zandt
John Martyn,Gigi Masin
Loudon Wainwright III,Vetiver
John Fahey,Sufjan Stevens
Greg Brown,Neko Case
Ramblin' Jack Elliott,Tom Russell
Woody Guthrie,Arlo Guthrie
Jean Ritchie,Arlo Guthrie
Cisco Houston,Arlo Guthrie
Joan Baez,Arlo Guthrie
Linda Perhacs,Vetiver
Jackson C. Frank,John Martyn
Ewan MacColl,John Martyn
Vashti Bunyan,CocoRosie
Townes Van Zandt,Tindersticks
Lucinda Williams,Gretchen Wilson
Kate & Anna McGarrigle,Jane Siberry
Davy Graham,Simon & Garfunkel
Gillian Welch,Jenny Lewis
Bert Jansch,Simon & Garfunkel
Burl Ives,Arlo Guthrie
Jackson C. Frank,Al Stewart
Pete Seeger,Arlo Guthrie
Pete Seeger,Richie Havens
Arlo Guthrie,The Roches
The New Christy Minstrels,Spanky & Our Gang
Michael Hurley,Beck
Karen Dalton,The Roches
Pete Seeger,The Roches
Judy Collins,Shawn Colvin
Fred Neil,Richie Havens
Vashti Bunyan,EmilÃ­ana Torrini
The Lovin' Spoonful,NRBQ
Joan Baez,Janie Fricke
Fred Neil,The Lovin' Spoonful
Roscoe Holcomb,The Stanley Brothers
Dave Van Ronk,The Lovin' Spoonful
Joan Baez,Grace Slick
Shirley Collins,Rick Wakeman
Judy Collins,Janie Fricke
Dave Van Ronk,Richie Havens
John Martyn,Gomez
Woody Guthrie,Jerry Jeff Walker
John Fahey,Slint
Pete Seeger,The Alarm
Victor Jara,Silvio RodrÃ­guez
Pete Seeger,Tom Rush
Doc Watson,Spirit
Woody Guthrie,Tom Rush
Odetta,Richie Havens
Woody Guthrie,Richie Havens
Robert Earl Keen,Gary Allan
