influencer_name,follower_name
The Isley Brothers,Boyz II Men
Shalamar,Boyz II Men
Full Force,Boyz II Men
DeBarge,Boyz II Men
New Edition,Boyz II Men
The O'Jays,Boyz II Men
The Platters,Boyz II Men
ESG,Interpol
LaVern Baker,Bonnie Raitt
Ruth Brown,Bonnie Raitt
Allen Toussaint,Bonnie Raitt
Don Covay,Bonnie Raitt
Ray Charles,Boz Scaggs
Isaac Hayes,Boz Scaggs
Curtis Mayfield,Boz Scaggs
Marvin Gaye,Boz Scaggs
Otis Redding,Boz Scaggs
Wilson Pickett,Boz Scaggs
Lee Dorsey,Boz Scaggs
Allen Toussaint,Boz Scaggs
King Curtis,Con Funk Shun
James Brown,Con Funk Shun
Ohio Players,Con Funk Shun
Prince,Cornelius
Gloria Gaynor,India
Teddy Pendergrass,Charlie Wilson
Levi Stubbs,Charlie Wilson
Otis Redding,Charlie Wilson
Willie Hutch,Charlie Wilson
Stevie Wonder,Charlie Wilson
The Memphis Horns,Chase
Labelle,The Pussycat Dolls
Janet Jackson,The Pussycat Dolls
Destiny's Child,The Pussycat Dolls
Pharrell Williams,The Pussycat Dolls
Prince,The Pussycat Dolls
Brandy,The Pussycat Dolls
Teddy Pendergrass,Joe
Bobby Brown,Joe
Babyface,Joe
Boyz II Men,Joe
Isaac Hayes,Joe
Barry White,Joe
Gregory Abbott,Joe
Luther Vandross,Joe
Lionel Richie,Joe
Marvin Gaye,Joe
Ralph Tresvant,Joe
Michael Jackson,Joe
Brian McKnight,Joe
Al Green,Joe
Stevie Wonder,Joe
Keith Sweat,Joe
Montell Jordan,Joe
James Brown,Isaac Hayes
Fats Domino,Isaac Hayes
Gene Chandler,Isaac Hayes
Johnnie Taylor,Isaac Hayes
Sam Cooke,Isaac Hayes
Percy Mayfield,Isaac Hayes
Marvin Gaye,Isaac Hayes
Jerry Butler,Isaac Hayes
Otis Redding,Isaac Hayes
Booker T. Jones,Isaac Hayes
Labelle,Klymaxx
Sister Sledge,Klymaxx
The Impressions,Chuck Jackson
Jackie Wilson,Chuck Jackson
The Drifters,Chuck Jackson
Sam Cooke,Chuck Jackson
Jerry Butler,Chuck Jackson
Chris Kenner,Chuck Jackson
The Penguins,Chuck Jackson
Betty Everett,Kim Weston
Mary Wells,Kim Weston
Gloria Lynne,Kim Weston
LaVern Baker,Kim Weston
James Brown,Christian McBride
Sly & the Family Stone,Cody ChesnuTT
Funkadelic,Cody ChesnuTT
Prince,Cody ChesnuTT
The Flamingos,Ladysmith Black Mambazo
The Drifters,Ladysmith Black Mambazo
The Moonglows,Ladysmith Black Mambazo
Tevin Campbell,Colby O'Donis
Babyface,Colby O'Donis
Usher,Colby O'Donis
Michael Jackson,Colby O'Donis
Sam Cooke,Lamont Dozier
Marvin Gaye,Lamont Dozier
Mary Wells,Lamont Dozier
Otis Redding,Lamont Dozier
The Chantels,Cher
The Shirelles,Cher
The Supremes,Cher
Lorraine Ellison,Cher
Sly & the Family Stone,Bootsy Collins
The Jackson 5,Bootsy Collins
James Brown,Bootsy Collins
Curtis Mayfield,Bootsy Collins
Rufus Thomas,Bootsy Collins
The Temptations,Bootsy Collins
Chic,Kruder & Dorfmeister
Sly & the Family Stone,Lakeside
"Earth, Wind & Fire",Lakeside
Funkadelic,Lakeside
Ohio Players,Lakeside
The Isley Brothers,Lakeside
James Brown,James Carr
Sam Cooke,James Carr
Percy Mayfield,James Carr
Jerry Butler,James Carr
Otis Redding,James Carr
Wilson Pickett,James Carr
Teena Marie,Cherrelle
Jody Watley,Cherrelle
"Evelyn ""Champagne"" King",Cherrelle
Melba Moore,Cherrelle
Ray Charles,Jackie Wilson
Little Willie John,Jackie Wilson
Roy Brown,Jackie Wilson
Sam Cooke,Cissy Houston
Sly & the Family Stone,Chicago
James Brown,The Creation
Sam & Dave,The Creation
Don Covay,The Creation
Marvin Gaye,Citizen Cope
Prince,Citizen Cope
Otis Redding,Citizen Cope
Stevie Wonder,Citizen Cope
Luther Vandross,Chico DeBarge
Marvin Gaye,Chico DeBarge
Michael Jackson,Chico DeBarge
Brian McKnight,Chico DeBarge
The Meters,Jaco Pastorius
Teddy Pendergrass,Christopher Williams
Marvin Gaye,Christopher Williams
Jeffrey Osborne,Christopher Williams
Alexander O'Neal,Christopher Williams
The O'Jays,Christopher Williams
Marvin Gaye,Culture Club
Diana Ross,Culture Club
Stevie Wonder,Culture Club
Sylvester,Culture Club
Smokey Robinson,Culture Club
Jodeci,Chromeo
Roger,Chromeo
Prince,Chromeo
Rick James,Chromeo
Michael Jackson,Chromeo
George Clinton,Chromeo
Zapp,Chromeo
Cameo,Chromeo
The Coasters,Chubby Checker
Fats Domino,Chubby Checker
Rufus Thomas,Chubby Checker
Hank Ballard,Chubby Checker
Don Covay,Chubby Checker
Ray Charles,Barrett Strong
The Dells,Barrett Strong
Harvey Fuqua,Barrett Strong
Lalah Hathaway,Ledisi
Karyn White,Ledisi
Prince,Ledisi
Minnie Riperton,Ledisi
Al Green,Ledisi
Stevie Wonder,Ledisi
Fats Domino,"Hank Williams, Jr."
Sly & the Family Stone,Labelle
The Marvelettes,Labelle
The Supremes,Labelle
The Velvelettes,Labelle
"Evelyn ""Champagne"" King",Labelle
Diana Ross & the Supremes,Labelle
Aretha Franklin,Labelle
The Clovers,The Drifters
Billy Ward & the Dominoes,The Drifters
The Platters,The Drifters
Sade,Basia
Smokey Robinson,Basia
Bobby Brown,Basic Black
Guy,Basic Black
Keith Sweat,Basic Black
Prince,LeAnn Rimes
Ray Charles,Chuck Berry
Little Willie John,Chuck Berry
Roy Brown,Chuck Berry
Curtis Mayfield,Cornell Campbell
Sam Cooke,Cornell Campbell
Curtis Mayfield,Craig David
Jamiroquai,Craig David
R. Kelly,Craig David
Michael Jackson,Craig David
Brian McKnight,Craig David
Al Green,Craig David
Stevie Wonder,Craig David
Patti LaBelle,Cyndi Lauper
Dionne Warwick,Cyndi Lauper
Tina Turner,Cyndi Lauper
Chaka Khan,Cyndi Lauper
Ann Peebles,Cyndi Lauper
Tower of Power,L.T.D.
James Brown,L.T.D.
"Earth, Wind & Fire",L.T.D.
War,L.T.D.
Ohio Players,L.T.D.
Kool & the Gang,L.T.D.
The O'Jays,L.T.D.
Boyz II Men,ChristiÃ³n
Fats Domino,Christine McVie
James Brown,Beck
Prince,Beck
Shuggie Otis,Beck
Bobby Brown,Jagged Edge
Babyface,Jagged Edge
Boyz II Men,Jagged Edge
Bell Biv DeVoe,Jagged Edge
Jodeci,Jagged Edge
Dru Hill,Jagged Edge
R. Kelly,Jagged Edge
Brian McKnight,Jagged Edge
Guy,Jagged Edge
Keith Sweat,Jagged Edge
Montell Jordan,Jagged Edge
TLC,Christina Milian
Janet Jackson,Christina Milian
Mary J. Blige,Christina Milian
Michael Jackson,Christina Milian
Aaliyah,Christina Milian
Diana Ross,Christina Milian
Ray Charles,Lambchop
Curtis Mayfield,Lambchop
Frederick Knight,Lambchop
The Spinners,Lambchop
Teddy Pendergrass,Bell Biv DeVoe
Bobby Brown,Bell Biv DeVoe
The Jackson 5,Bell Biv DeVoe
Luther Vandross,Bell Biv DeVoe
Michael Jackson,Bell Biv DeVoe
The Whispers,Bell Biv DeVoe
Atlantic Starr,Bell Biv DeVoe
The Temptations,Bell Biv DeVoe
The O'Jays,Bell Biv DeVoe
Ray Charles,Jackie DeShannon
Patti LaBelle,Lalah Hathaway
Patti Austin,Lalah Hathaway
Gladys Knight,Lalah Hathaway
Roberta Flack,Lalah Hathaway
Marvin Gaye,Lalah Hathaway
Randy Crawford,Lalah Hathaway
Angela Bofill,Lalah Hathaway
Angela Winbush,Lalah Hathaway
Chaka Khan,Lalah Hathaway
Smokey Robinson,Lalah Hathaway
Aretha Franklin,Lalah Hathaway
Ray Charles,James Brown
The Coasters,James Brown
Jackie Wilson,James Brown
The Drifters,James Brown
Sam Cooke,James Brown
Little Willie John,James Brown
Roy Brown,James Brown
Hank Ballard,James Brown
Wynonie Harris,James Brown
Blackstreet,Trey Songz
Jodeci,Trey Songz
Usher,Trey Songz
R. Kelly,Trey Songz
Prince,Trey Songz
Guy,Trey Songz
Smokey Robinson,Trey Songz
The J.B.'s,The Dirty Dozen Brass Band
Fats Domino,The Dirty Dozen Brass Band
The Meters,The Dirty Dozen Brass Band
Dave Bartholomew,The Dirty Dozen Brass Band
Allen Toussaint,The Dirty Dozen Brass Band
Sly & the Family Stone,Duran Duran
Chic,Duran Duran
ESG,Duran Duran
The Temptations,Duran Duran
Donna Summer,Duran Duran
Smokey Robinson,Jimmy Webb
Sly & the Family Stone,Parliament
The Chambers Brothers,Parliament
The Mar-Keys,Parliament
The Coasters,Parliament
The Impressions,Parliament
James Brown,Parliament
Frankie Lymon,Parliament
Rufus Thomas,Parliament
The Temptations,Parliament
Aretha Franklin,Freddie Mercury
Al Green,Jai Uttal
Ray Charles,Crazy Horse
Roy Brown,Squirrel Nut Zippers
Billy Preston,Squirrel Nut Zippers
Solomon Burke,Creedence Clearwater Revival
Screamin' Jay Hawkins,Creedence Clearwater Revival
Marvin Gaye,Creedence Clearwater Revival
James Brown,Talking Heads
Parliament,Talking Heads
Funkadelic,Talking Heads
The Meters,Talking Heads
Al Green,Talking Heads
Bohannon,Talking Heads
Gloria Gaynor,Crystal Waters
Sister Sledge,Crystal Waters
Janet Jackson,Tamar Braxton
SWV,Tamar Braxton
Minnie Riperton,Tamar Braxton
Xscape,Tamar Braxton
Deniece Williams,Tamar Braxton
Sly & the Family Stone,Fatboy Slim
Bill Withers,Fatboy Slim
James Brown,Fatboy Slim
Larry Levan,Fatboy Slim
George Clinton,Fatboy Slim
Gladys Knight,Jamelia
Mary J. Blige,Jamelia
Missy Elliott,Jamelia
Beverley Knight,Jamelia
Johnny Nash,Joan Armatrading
Tina Turner,Joan Armatrading
Aretha Franklin,Joan Armatrading
Tower of Power,D'Angelo
Terence Trent D'Arby,D'Angelo
Teddy Pendergrass,D'Angelo
Sly & the Family Stone,D'Angelo
Bobby Womack,D'Angelo
Bill Withers,D'Angelo
Billy Paul,D'Angelo
Isaac Hayes,D'Angelo
Lamont Dozier,D'Angelo
Curtis Mayfield,D'Angelo
Barry White,D'Angelo
Ben E. King,D'Angelo
Eddie Floyd,D'Angelo
Freddie Jackson,D'Angelo
Donny Hathaway,D'Angelo
Luther Vandross,D'Angelo
Lou Rawls,D'Angelo
Sade,D'Angelo
Marvin Gaye,D'Angelo
R. Kelly,D'Angelo
Prince,D'Angelo
Rick James,D'Angelo
The Spinners,D'Angelo
Billy Preston,D'Angelo
Al Green,D'Angelo
Stevie Wonder,D'Angelo
Willie Mitchell,D'Angelo
Shuggie Otis,D'Angelo
Tony! Toni! TonÃ©!,D'Angelo
Smokey Robinson,D'Angelo
The Undisputed Truth,D'Angelo
Cameo,D'Angelo
Bootsy Collins,Faith No More
Parliament,Faith No More
Funkadelic,Faith No More
Commodores,Faith No More
Graham Central Station,Faith No More
Teddy Pendergrass,Jodeci
Marvin Gaye,Jodeci
Al B. Sure!,Jodeci
Guy,Jodeci
The Chi-Lites,Jodeci
Keith Sweat,Jodeci
Full Force,Jodeci
New Edition,Jodeci
Sly & the Family Stone,"Earth, Wind & Fire"
Ray Charles,"Earth, Wind & Fire"
The Jackson 5,"Earth, Wind & Fire"
James Brown,"Earth, Wind & Fire"
Parliament,"Earth, Wind & Fire"
Curtis Mayfield,"Earth, Wind & Fire"
Marvin Gaye,"Earth, Wind & Fire"
The Isley Brothers,"Earth, Wind & Fire"
Booker T. Jones,"Earth, Wind & Fire"
Ray Charles,James Booker
Fats Domino,James Booker
Allen Toussaint,James Booker
Chic,The Crystal Method
James Brown,The Crystal Method
Parliament,The Crystal Method
Teddy Pendergrass,The Doobie Brothers
War,The Doobie Brothers
Marvin Gaye,The Doobie Brothers
The Temptations,The Doobie Brothers
The Spinners,The Doobie Brothers
Patti LaBelle,Jody Watley
Gladys Knight,Jody Watley
Betty Wright,Jody Watley
Natalie Cole,Jody Watley
Chic,Jody Watley
Roberta Flack,Jody Watley
Michael Jackson,Jody Watley
Diana Ross,Jody Watley
Tina Turner,Jody Watley
Donna Summer,Jody Watley
Chaka Khan,Jody Watley
Percy Sledge,Jody Watley
The Pointer Sisters,Jody Watley
The Supremes,The Cover Girls
The Drifters,Laura Nyro
Ben E. King,Laura Nyro
Dionne Warwick,Laura Nyro
Darlene Love,Laura Nyro
Smokey Robinson,Laura Nyro
Aretha Franklin,Laura Nyro
Roy Brown,Fats Domino
Rufus Thomas,The Cramps
Screamin' Jay Hawkins,The Cramps
TLC,Fefe Dobson
Michael Jackson,Fefe Dobson
Ray Charles,Dobie Gray
Ben E. King,Dobie Gray
Sam Cooke,Dobie Gray
Otis Redding,Dobie Gray
The Isley Brothers,Dobie Gray
Smokey Robinson & the Miracles,The Dramatics
Jackie Wilson,The Dramatics
The Drifters,The Dramatics
The Dells,The Dramatics
Marvin Gaye,The Dramatics
Jerry Butler,The Dramatics
The Moonglows,The Dramatics
The Temptations,The Dramatics
Screamin' Jay Hawkins,The Damned
The Penguins,Frank Zappa
James Brown,Fela Kuti
Larry Levan,Frankie Goes to Hollywood
Donna Summer,Frankie Goes to Hollywood
Sylvester,Frankie Goes to Hollywood
Little Willie John,Frankie Lymon
Esther Phillips,Frankie Lymon
Sly & the Family Stone,Eddie Hazel
The Friends of Distinction,Eddie Hazel
James Brown,Eddie Hazel
Sam & Dave,Eddie Money
Marvin Gaye,Eddie Money
Luther Vandross,Eddie Murphy
Michael Jackson,Eddie Murphy
Soul II Soul,Basement Jaxx
Larry Levan,Basement Jaxx
Jimmy Castor,Basement Jaxx
Prince,Basement Jaxx
The Platters,The Duprees
Solomon Burke,Curtis Mayfield
The Five Satins,Curtis Mayfield
Jackie Wilson,Curtis Mayfield
James Brown,Curtis Mayfield
Ben E. King,Curtis Mayfield
Sam Cooke,Curtis Mayfield
Percy Mayfield,Curtis Mayfield
Otis Redding,Curtis Mayfield
The Moonglows,Curtis Mayfield
The Platters,Curtis Mayfield
Parliament,Cybotron
The Chi-Lites,The Deele
Ray Charles,James Ingram
Barry White,James Ingram
Sam Cooke,James Ingram
Marvin Gaye,James Ingram
Al Green,James Ingram
Smokey Robinson,James Ingram
The Flamingos,The Dells
The Clovers,The Dells
ESG,Le Tigre
Diana Ross,Carly Simon
Al Green,Fred Hammond
Aretha Franklin,Fred Hammond
Solomon Burke,Clarence Carter
Ray Charles,Clarence Carter
Ike & Tina Turner,Clarence Carter
James Carr,Clarence Carter
Howard Tate,Clarence Carter
Sam & Dave,Clarence Carter
Rufus Thomas,Clarence Carter
Otis Redding,Clarence Carter
Wilson Pickett,Clarence Carter
Ray Charles,Barry White
The Drifters,Barry White
Clarence Carter,Barry White
Ben E. King,Barry White
Johnnie Taylor,Barry White
Lou Rawls,Barry White
Otis Redding,Barry White
The Supremes,Barry White
Ray Charles,Joe Cocker
Bobby Womack,Joe Cocker
James Brown,Joe Cocker
Screamin' Jay Hawkins,Joe Cocker
Otis Redding,Joe Cocker
The Staple Singers,Joe Cocker
Wilson Pickett,Joe Cocker
Percy Sledge,Joe Cocker
Curtis Mayfield,Barbara Lynn
Lou Rawls,Barbara Lynn
The Jackson 5,Bay City Rollers
Donna Summer,ExposÃ©
Peaches & Herb,BeBe & CeCe Winans
Gladys Knight,BeBe & CeCe Winans
Cissy Houston,BeBe & CeCe Winans
Donny Hathaway,BeBe & CeCe Winans
Candi Staton,BeBe & CeCe Winans
The Staple Singers,BeBe & CeCe Winans
Al Green,BeBe & CeCe Winans
Stevie Wonder,BeBe & CeCe Winans
Gladys Knight & the Pips,BeBe & CeCe Winans
Aretha Franklin,BeBe & CeCe Winans
Isaac Hayes,Donald Fagen
Teddy Pendergrass,Grayson Hugh
"Earth, Wind & Fire",Grayson Hugh
Maze,Grayson Hugh
Zapp,Grayson Hugh
Kool & the Gang,Grayson Hugh
Ray Charles,Eric Burdon
The Delfonics,Take 6
Smokey Robinson & the Miracles,Take 6
Stevie Wonder,Greg Phillinganes
The Crystals,Pat Benatar
Sam Cooke,Gavin DeGraw
Stevie Wonder,Gavin DeGraw
Prince,Squarepusher
The Chantels,Dusty Springfield
Ike & Tina Turner,Dusty Springfield
The Marvelettes,Dusty Springfield
Mary Wells,Dusty Springfield
The Shirelles,Dusty Springfield
Candi Staton,Dusty Springfield
Darlene Love,Dusty Springfield
Diana Ross,Dusty Springfield
Ruth Brown,Dusty Springfield
Aretha Franklin,Dusty Springfield
Donny Hathaway,Dwele
Luther Vandross,Dwele
Marvin Gaye,Dwele
Stevie Wonder,Dwele
Michael Jackson,Take That
Color Me Badd,Take That
Patti LaBelle,En Vogue
Teena Marie,En Vogue
Betty Wright,En Vogue
Klymaxx,En Vogue
Labelle,En Vogue
Club Nouveau,En Vogue
Dionne Warwick,En Vogue
Janet Jackson,En Vogue
Roberta Flack,En Vogue
Odyssey,En Vogue
The Shirelles,En Vogue
The Supremes,En Vogue
Minnie Riperton,En Vogue
The Sweet Inspirations,En Vogue
The Three Degrees,En Vogue
Anita Baker,En Vogue
Diana Ross,En Vogue
Patrice Rushen,En Vogue
Tony! Toni! TonÃ©!,En Vogue
Shalamar,En Vogue
Chaka Khan,En Vogue
The Pointer Sisters,En Vogue
Aretha Franklin,En Vogue
Aretha Franklin,Shania Twain
Betty Wright,Grace Jones
Chic,Grace Jones
Labelle,Grace Jones
Barry White,Grace Jones
Millie Jackson,Grace Jones
Donna Summer,Grace Jones
Billy Preston,Ben Folds
Whitney Houston,Faith Hill
Aretha Franklin,Faith Hill
The Impressions,Gene Chandler
Curtis Mayfield,Gene Chandler
Sam Cooke,Gene Chandler
Roy Brown,Gene Chandler
Wynonie Harris,Gene Chandler
Syreeta,Tweet
D'Angelo,Tweet
Roberta Flack,Tweet
Minnie Riperton,Tweet
Diana Ross,Tweet
Deniece Williams,Tweet
Donna Summer,Shannon
Gloria Gaynor,Shannon
Teena Marie,Faith Evans
Betty Wright,Faith Evans
ChantÃ© Moore,Faith Evans
Janet Jackson,Faith Evans
Mariah Carey,Faith Evans
Roberta Flack,Faith Evans
Mary J. Blige,Faith Evans
Diana Ross,Faith Evans
Donna Summer,Faith Evans
Keith Sweat,Faith Evans
"Evelyn ""Champagne"" King",Faith Evans
Chaka Khan,Faith Evans
Smokey Robinson & the Miracles,Tammi Terrell
Jackie Wilson,Tammi Terrell
Sam Cooke,Tammi Terrell
Mary Wells,Tammi Terrell
Billy Ward & the Dominoes,Ben E. King
Jackie Wilson,Ben E. King
Sam Cooke,Ben E. King
Johnny Ace,Ben E. King
The Penguins,Ben E. King
Cissy Houston,Dionne Warwick
The Shirelles,Dionne Warwick
Aretha Franklin,Dionne Warwick
Alicia Keys,Stacie Orrico
Whitney Houston,Stacie Orrico
TLC,Tamia
Chaka Khan,Tamia
Deniece Williams,Tamia
Toni Braxton,Tamia
Stephanie Mills,ChantÃ© Moore
Cherrelle,ChantÃ© Moore
Randy Crawford,ChantÃ© Moore
Minnie Riperton,ChantÃ© Moore
Deniece Williams,ChantÃ© Moore
Brook Benton,Charley Pride
Jon Secada,Elvis Crespo
Terence Trent D'Arby,Eagle-Eye Cherry
Smokey Robinson,Eagle-Eye Cherry
The Gap Band,Dru Hill
Bell Biv DeVoe,Dru Hill
Jodeci,Dru Hill
Mariah Carey,Dru Hill
Al B. Sure!,Dru Hill
Guy,Dru Hill
Keith Sweat,Dru Hill
New Edition,Dru Hill
Montell Jordan,Dru Hill
Cameo,Dru Hill
Sly & the Family Stone,ESG
Chic,ESG
James Brown,ESG
The Meters,ESG
The Temptations,ESG
Sister Sledge,ESG
Bohannon,ESG
Curtis Mayfield,Eva Cassidy
Al Green,Eva Cassidy
Ray Charles,Eddie Floyd
Jackie Wilson,Eddie Floyd
Chuck Willis,Eddie Floyd
James Brown,Eddie Floyd
Sam Cooke,Eddie Floyd
Rufus Thomas,Eddie Floyd
Hank Ballard,Eddie Floyd
Lloyd Price,Eddie Floyd
Larry Levan,Felix da Housecat
Marvin Gaye,Frankie Paul
Stevie Wonder,Frankie Paul
Jodeci,Carl Thomas
Donny Hathaway,Carl Thomas
Marvin Gaye,Carl Thomas
Brian McKnight,Carl Thomas
Stevie Wonder,Carl Thomas
Rufus Thomas,Carla Thomas
Ruth Brown,Carla Thomas
Soul II Soul,Erykah Badu
Betty Davis,Erykah Badu
Betty Wright,Erykah Badu
Bill Withers,Erykah Badu
Lalah Hathaway,Erykah Badu
Curtis Mayfield,Erykah Badu
Mariah Carey,Erykah Badu
Sade,Erykah Badu
Roberta Flack,Erykah Badu
Marvin Gaye,Erykah Badu
Mary J. Blige,Erykah Badu
Minnie Riperton,Erykah Badu
George Clinton,Erykah Badu
Anita Baker,Erykah Badu
Ashford & Simpson,Erykah Badu
Stevie Wonder,Erykah Badu
Irma Thomas,Erykah Badu
Chaka Khan,Erykah Badu
Aretha Franklin,Erykah Badu
Percy Mayfield,Fred Neil
Lee Dorsey,Joe Strummer
Johnny Nash,Rita Marley
Diana Ross,Rita Marley
Irma Thomas,Rita Marley
Aretha Franklin,Rita Marley
The Chantels,Carole King
The Coasters,Carole King
The Drifters,Carole King
Frankie Lymon,Carole King
The Moonglows,Carole King
The Heartbeats,Carole King
Ruth Brown,Carole King
MFSB,First Choice
Sly & the Family Stone,Jamiroquai
Bill Withers,Jamiroquai
The Jackson 5,Jamiroquai
Chic,Jamiroquai
Bootsy Collins,Jamiroquai
Parliament,Jamiroquai
"Earth, Wind & Fire",Jamiroquai
Curtis Mayfield,Jamiroquai
War,Jamiroquai
MFSB,Jamiroquai
Leon Ware,Jamiroquai
Hot Chocolate,Jamiroquai
KC & the Sunshine Band,Jamiroquai
Rufus,Jamiroquai
Prince,Jamiroquai
Ohio Players,Jamiroquai
Nile Rodgers,Jamiroquai
Michael Jackson,Jamiroquai
Al Green,Jamiroquai
Stevie Wonder,Jamiroquai
Gil Scott-Heron,Jamiroquai
Kool & the Gang,Jamiroquai
Cameo,Jamiroquai
Bobby Womack,Janis Joplin
Ike & Tina Turner,Janis Joplin
Howard Tate,Janis Joplin
Otis Redding,Janis Joplin
Irma Thomas,Janis Joplin
LaVern Baker,Janis Joplin
Ruth Brown,Janis Joplin
Lorraine Ellison,Janis Joplin
Aretha Franklin,Janis Joplin
James Brown,U-Roy
Teena Marie,Jane Child
Prince,Jane Child
Betty Wright,Stacy Lattisaw
The Coasters,Alton Ellis
The Drifters,Alton Ellis
The Moonglows,Alton Ellis
Aretha Franklin,Eileen Farrell
Solomon Burke,Charlie Rich
Ray Charles,Charlie Rich
Betty Harris,Fontella Bass
Ruth Brown,Fontella Bass
Little Willie John,Elvis Presley
Roy Hamilton,Elvis Presley
Rufus Thomas,Elvis Presley
Percy Mayfield,Elvis Presley
Roy Brown,Elvis Presley
Wynonie Harris,Elvis Presley
Teddy Pendergrass,Freddie Jackson
Bill Withers,Freddie Jackson
Curtis Mayfield,Freddie Jackson
Barry White,Freddie Jackson
Luther Vandross,Freddie Jackson
Sam Cooke,Freddie Jackson
Marvin Gaye,Freddie Jackson
Smokey Robinson,Freddie Jackson
Bobby Womack,Graham Parker
Sam Cooke,Graham Parker
Otis Redding,Graham Parker
The Temptations,Graham Parker
Ann Peebles,Graham Parker
Johnny Nash,UB40
Al Green,UB40
Teena Marie,Caron Wheeler
Ray Charles,Ray LaMontagne
Otis Redding,Ray LaMontagne
The Impressions,Donny Hathaway
King Curtis,Donny Hathaway
Isaac Hayes,Donny Hathaway
James Brown,Donny Hathaway
Curtis Mayfield,Donny Hathaway
Lou Rawls,Donny Hathaway
Sam Cooke,Donny Hathaway
Marvin Gaye,Donny Hathaway
Otis Redding,Donny Hathaway
Stevie Wonder,Donny Hathaway
Aretha Franklin,Donny Hathaway
James Brown,MC5
Ike & Tina Turner,Fleetwood Mac
Little Willie John,Fleetwood Mac
Smokey Robinson,Fine Young Cannibals
Donna Summer,Erasure
Gloria Gaynor,Erasure
Patti LaBelle,CÃ©line Dion
Natalie Cole,CÃ©line Dion
Stevie Wonder,CÃ©line Dion
Aretha Franklin,CÃ©line Dion
King Curtis,Eric Clapton
Curtis Mayfield,Eric Clapton
Sly & the Family Stone,Funkadelic
The Coasters,Funkadelic
Ike & Tina Turner,Funkadelic
James Brown,Funkadelic
Screamin' Jay Hawkins,Funkadelic
Otis Redding,Funkadelic
The Temptations,Funkadelic
The Isley Brothers,Funkadelic
Booker T. Jones,Funkadelic
Erykah Badu,Floetry
Raphael Saadiq,Floetry
Ray Charles,Freddy Fender
Fats Domino,Freddy Fender
Willie Mitchell,David Sanborn
The Impressions,John Holt
Jackie Wilson,John Holt
The Drifters,John Holt
Sam Cooke,John Holt
Marvin Gaye,John Holt
Otis Redding,John Holt
The Temptations,John Holt
Smokey Robinson,John Holt
Otis Redding,Frederick Knight
Syl Johnson,Magic Sam
Sly & the Family Stone,War
The Mar-Keys,War
James Brown,War
Curtis Mayfield,War
Rufus Thomas,War
The Temptations,War
Stevie Wonder,War
Booker T. Jones,War
Lee Dorsey,War
Allen Toussaint,War
The J.B.'s,Galactic
James Brown,Galactic
Parliament,Galactic
Jamiroquai,Galactic
Maceo Parker,Galactic
Ohio Players,Galactic
The Meters,Galactic
The Brand New Heavies,Galactic
Cameo,Galactic
Teddy Pendergrass,Gregory Abbott
Bill Withers,Gregory Abbott
Roberta Flack,Gregory Abbott
Marvin Gaye,Gregory Abbott
Harold Melvin,Gregory Abbott
Faith Evans,Cassie
Janet Jackson,Cassie
Mariah Carey,Cassie
Usher,Cassie
Aaliyah,Cassie
Willie Mitchell,Cassius
The Drifters,Del Shannon
Ike & Tina Turner,Delaney & Bonnie
Carla Thomas,Delaney & Bonnie
Otis Redding,Delaney & Bonnie
Ohio Players,Dazz Band
Brook Benton,Don Williams
James Brown,David Byrne
Funkadelic,David Byrne
War,David Byrne
Shuggie Otis,David Byrne
Esther Phillips,Cassandra Wilson
Sade,Cassandra Wilson
Roberta Flack,Cassandra Wilson
Aretha Franklin,Cassandra Wilson
Jackie Wilson,Dee Clark
The Drifters,Dee Clark
Curtis Mayfield,Dee Clark
Sam Cooke,Dee Clark
Otis Redding,Warren Haynes
Wilson Pickett,Warren Haynes
Smokey Robinson,Warren Haynes
Smokey Robinson,The English Beat
Ray Charles,Johnnie Taylor
Joe Tex,Johnnie Taylor
Sam Cooke,Johnnie Taylor
The Staple Singers,Johnnie Taylor
Joe Simon,Johnnie Taylor
Keith Sweat,Changing Faces
Ray Charles,Doug Sahm
James Brown,Doug Sahm
Otis Redding,Doug Sahm
Roy Brown,Esquerita
Wynonie Harris,Esquerita
Sly & the Family Stone,Lenny Kravitz
Bill Withers,Lenny Kravitz
Eddie Hazel,Lenny Kravitz
Curtis Mayfield,Lenny Kravitz
Funkadelic,Lenny Kravitz
Marvin Gaye,Lenny Kravitz
Prince,Lenny Kravitz
The Spinners,Lenny Kravitz
Stevie Wonder,Lenny Kravitz
Harold Melvin & the Blue Notes,Lenny Kravitz
Joe Simon,Waylon Jennings
The Coasters,Gene Pitney
The Drifters,Gene Pitney
The Platters,Gene Pitney
Screamin' Jay Hawkins,Gene Simmons
O.V. Wright,Lenny Welch
The Drifters,George Benson
Donny Hathaway,George Benson
The Staple Singers,General Public
The Jackson 5,Westlife
Teena Marie,Charles & Eddie
Janet Jackson,Charles & Eddie
Michael Jackson,Charles & Eddie
Fats Domino,Johnny Rivers
"Huey ""Piano"" Smith",Johnny Rivers
Otis Clay,Johnny Rivers
Sly & the Family Stone,Luscious Jackson
Chic,Luscious Jackson
Curtis Mayfield,Luscious Jackson
ESG,Luscious Jackson
Gil Scott-Heron,Luscious Jackson
Usher,Wet
SWV,Wet
Bobby Womack,James Taylor
Smokey Robinson,James Taylor
Otis Clay,Dr. Feelgood
Ray Charles,Dr. John
