year,Genre,popularity
1979,Pop/Rock,33
1979,Pop/Rock,32
1982,Pop/Rock,31
1982,Pop/Rock,31
1982,Pop/Rock,32
1987,Pop/Rock,42
1997,Pop/Rock,46
1997,Pop/Rock,42
2002,Pop/Rock,42
2003,Pop/Rock,45
1987,Pop/Rock,28
1987,Pop/Rock,41
2019,Pop/Rock,76
2016,Pop/Rock,60
2015,Pop/Rock,67
2016,Pop/Rock,63
2008,Comedy/Spoken,48
2008,Comedy/Spoken,48
2008,Comedy/Spoken,48
2009,Comedy/Spoken,48
2008,Comedy/Spoken,46
2009,Comedy/Spoken,45
1981,Pop/Rock,23
1979,Pop/Rock,24
1981,Pop/Rock,19
1981,Pop/Rock,28
1976,Pop/Rock,43
1976,Pop/Rock,37
2002,R&B;,58
2002,R&B;,48
2002,R&B;,48
2002,R&B;,45
2000,Pop/Rock,44
2002,Pop/Rock,43
2004,Pop/Rock,42
2008,Pop/Rock,48
2002,Pop/Rock,42
2000,Pop/Rock,38
2002,Pop/Rock,40
2002,Pop/Rock,61
2000,Pop/Rock,58
2002,Pop/Rock,56
2002,Pop/Rock,53
2004,Pop/Rock,51
2000,Pop/Rock,48
2000,Pop/Rock,47
1964,Latin,27
2009,Pop/Rock,46
2009,Pop/Rock,46
2011,Pop/Rock,47
2009,Pop/Rock,45
2009,Pop/Rock,45
2009,Pop/Rock,44
2009,Pop/Rock,44
2012,Pop/Rock,47
2015,Pop/Rock,54
2012,Pop/Rock,48
2009,Pop/Rock,43
2009,Pop/Rock,43
2011,Pop/Rock,45
2015,Pop/Rock,53
2016,Pop/Rock,62
2009,Pop/Rock,42
2011,Pop/Rock,44
2011,Pop/Rock,44
2011,Pop/Rock,43
2009,Pop/Rock,41
2011,Pop/Rock,48
2011,Pop/Rock,42
2015,Pop/Rock,50
2009,Pop/Rock,69
2009,Pop/Rock,60
2009,Pop/Rock,59
2011,Pop/Rock,63
2011,Pop/Rock,56
2009,Pop/Rock,51
2009,Pop/Rock,50
2009,Pop/Rock,50
2011,Pop/Rock,52
2011,Pop/Rock,52
2009,Pop/Rock,49
2009,Pop/Rock,47
2009,Pop/Rock,47
2009,Pop/Rock,47
2010,Pop/Rock,53
2011,Pop/Rock,48
2013,Country,50
2020,Country,63
2012,Country,58
2013,Country,49
2014,Country,51
2014,Country,51
2013,Country,48
2013,Country,48
2013,Country,48
2013,Country,48
2016,Country,55
2013,Country,48
2013,Country,47
2014,Country,49
2016,Country,54
2019,Country,62
2013,Country,46
2013,Country,49
2013,Country,46
2012,Country,44
2013,Country,46
2014,Country,48
2012,Country,44
2014,Country,47
2019,Country,59
2012,Country,73
2012,Country,66
2012,Country,64
2016,Country,72
2018,Country,74
2012,Country,61
2014,Country,66
2014,Country,65
2014,Country,64
2019,Country,75
2014,Country,62
2014,Country,61
2019,Country,73
2013,Country,58
2016,Country,63
2020,Country,71
2013,Country,56
2019,Country,70
2013,Country,54
2012,Country,52
2016,Country,59
2020,Country,68
2012,Country,51
2014,Country,55
2014,Country,53
2016,Country,57
2016,Electronic,59
1965,Country,19
1964,Country,16
1968,Country,22
1968,Country,21
1960,Country,11
1968,Country,20
1979,Country,25
1968,Country,20
1968,Country,18
1960,Country,10
1960,Country,9
1979,Country,23
1961,Country,7
1979,Country,22
1960,Country,42
1961,Country,31
1961,Country,30
1979,Country,49
1960,Country,21
1960,Country,18
1960,Country,17
1960,Country,16
2012,Pop/Rock,48
2013,Pop/Rock,58
2012,Pop/Rock,47
2016,Pop/Rock,52
2012,Pop/Rock,44
2019,Pop/Rock,65
2013,Pop/Rock,69
2016,Pop/Rock,68
2012,Pop/Rock,56
2014,Pop/Rock,66
2016,Pop/Rock,63
2012,Pop/Rock,55
2012,Pop/Rock,55
2017,Pop/Rock,61
2019,Pop/Rock,74
2012,Pop/Rock,50
2010,Electronic,49
2010,Electronic,49
2014,Electronic,59
2007,Electronic,52
2006,Pop/Rock,44
2006,Pop/Rock,42
2012,Pop/Rock,48
2006,Pop/Rock,39
2009,Pop/Rock,43
2006,Pop/Rock,39
2006,Pop/Rock,61
2006,Pop/Rock,59
2006,Pop/Rock,54
2009,Pop/Rock,53
2006,Pop/Rock,45
1977,Pop/Rock,31
2013,Pop/Rock,69
2015,Pop/Rock,65
2010,Pop/Rock,47
1971,Pop/Rock,50
1971,Pop/Rock,51
1972,Pop/Rock,48
2001,Pop/Rock,52
1978,Pop/Rock,25
1972,Pop/Rock,43
1975,Pop/Rock,22
1977,Pop/Rock,23
1975,Pop/Rock,24
1982,Pop/Rock,26
1972,Pop/Rock,18
1975,Pop/Rock,18
1975,Pop/Rock,38
1975,Pop/Rock,23
1975,Pop/Rock,23
1977,Pop/Rock,19
1975,Pop/Rock,67
1975,Pop/Rock,57
1972,Pop/Rock,48
1975,Pop/Rock,45
1989,Pop/Rock,44
1975,Pop/Rock,38
1976,Pop/Rock,33
1979,Pop/Rock,29
1972,Pop/Rock,26
1997,Pop/Rock,38
1966,R&B;,25
1966,R&B;,66
1966,R&B;,40
1995,Pop/Rock,44
1997,Pop/Rock,45
1997,Pop/Rock,44
2002,Pop/Rock,50
2007,Pop/Rock,53
1995,Pop/Rock,42
1997,Pop/Rock,44
1997,Pop/Rock,44
2014,Pop/Rock,59
1995,Pop/Rock,42
2009,Pop/Rock,53
2005,Pop/Rock,52
1995,Pop/Rock,41
1995,Pop/Rock,40
1995,Pop/Rock,40
2009,Pop/Rock,51
1995,Pop/Rock,40
1997,Pop/Rock,41
2011,Pop/Rock,53
1995,Pop/Rock,39
1999,Pop/Rock,43
2006,Pop/Rock,50
2017,Pop/Rock,66
2005,Pop/Rock,50
1999,Pop/Rock,41
1999,Pop/Rock,41
2006,Pop/Rock,51
1997,Pop/Rock,76
1997,Pop/Rock,70
1997,Pop/Rock,68
1999,Pop/Rock,74
2002,Pop/Rock,72
2002,Pop/Rock,68
2005,Pop/Rock,75
2007,Pop/Rock,75
1995,Pop/Rock,60
1995,Pop/Rock,59
1995,Pop/Rock,57
2009,Pop/Rock,69
2011,Pop/Rock,69
1997,Pop/Rock,57
1997,Pop/Rock,54
1999,Pop/Rock,59
2009,Pop/Rock,60
2009,Pop/Rock,59
2011,Pop/Rock,64
1999,Pop/Rock,53
2007,Pop/Rock,58
2009,Pop/Rock,59
1999,Pop/Rock,54
2005,Pop/Rock,57
2009,Pop/Rock,62
2009,Pop/Rock,58
1999,Pop/Rock,52
1999,Pop/Rock,55
2005,Pop/Rock,56
2007,Pop/Rock,58
2007,Pop/Rock,58
2009,Pop/Rock,59
2011,Pop/Rock,60
1999,Pop/Rock,52
1995,Pop/Rock,45
2002,Pop/Rock,52
2009,Pop/Rock,56
1997,Pop/Rock,45
1997,Pop/Rock,45
1997,Pop/Rock,45
1997,Pop/Rock,45
2002,Pop/Rock,51
2007,Pop/Rock,57
2011,Pop/Rock,57
2011,Pop/Rock,58
1984,Pop/Rock,34
1987,Pop/Rock,36
1977,Pop/Rock,28
1981,Pop/Rock,33
1982,Pop/Rock,28
1977,Pop/Rock,28
1977,Pop/Rock,28
1979,Pop/Rock,27
1981,Pop/Rock,30
1982,Pop/Rock,29
1982,Pop/Rock,29
1987,Pop/Rock,32
1978,Pop/Rock,25
1978,Pop/Rock,24
1978,Pop/Rock,24
1979,Pop/Rock,24
1982,Pop/Rock,26
1977,Pop/Rock,24
1979,Pop/Rock,23
1979,Pop/Rock,24
1982,Pop/Rock,24
1982,Pop/Rock,23
1982,Pop/Rock,24
1984,Pop/Rock,30
1987,Pop/Rock,31
1987,Pop/Rock,31
1978,Pop/Rock,23
1982,Pop/Rock,22
1984,Pop/Rock,29
1977,Pop/Rock,69
1978,Pop/Rock,63
1981,Pop/Rock,68
1981,Pop/Rock,70
1981,Pop/Rock,59
1984,Pop/Rock,78
1978,Pop/Rock,53
1979,Pop/Rock,49
1979,Pop/Rock,50
1984,Pop/Rock,54
1987,Pop/Rock,56
1977,Pop/Rock,46
1977,Pop/Rock,44
1978,Pop/Rock,44
2008,Pop/Rock,55
1981,Pop/Rock,42
1987,Pop/Rock,49
1977,Pop/Rock,39
1977,Pop/Rock,38
1979,Pop/Rock,38
1981,Pop/Rock,42
1977,Pop/Rock,37
1981,Pop/Rock,32
1977,Pop/Rock,36
1978,Pop/Rock,35
1979,Pop/Rock,35
1981,Pop/Rock,37
1982,Pop/Rock,36
1978,Pop/Rock,33
1981,Pop/Rock,36
1979,Pop/Rock,33
1981,Pop/Rock,35
1981,Pop/Rock,34
1984,Pop/Rock,36
2011,Pop/Rock,48
1978,Pop/Rock,31
1979,Pop/Rock,32
1981,Pop/Rock,33
1984,Pop/Rock,37
1984,Pop/Rock,36
2009,Pop/Rock,46
2008,Pop/Rock,42
2013,Pop/Rock,50
2008,Pop/Rock,53
2011,Pop/Rock,55
2008,Pop/Rock,49
2013,Pop/Rock,55
2014,Pop/Rock,57
2020,Pop/Rock,67
2014,Pop/Rock,57
2020,Pop/Rock,66
2011,Pop/Rock,50
2011,Pop/Rock,50
2019,Pop/Rock,72
2018,Pop/Rock,59
2014,Pop/Rock,52
2011,Pop/Rock,83
2011,Pop/Rock,68
2011,Pop/Rock,64
2011,Pop/Rock,64
2017,Pop/Rock,74
2011,Pop/Rock,61
2011,Pop/Rock,63
2011,Pop/Rock,60
2014,Pop/Rock,58
2011,Pop/Rock,53
2003,Pop/Rock,42
2003,Pop/Rock,46
2003,Pop/Rock,41
2003,Pop/Rock,39
2003,Pop/Rock,74
2003,Pop/Rock,53
1996,Pop/Rock,47
2003,Pop/Rock,49
1996,Pop/Rock,42
2012,Electronic,55
2010,Pop/Rock,43
2015,Pop/Rock,53
2007,Pop/Rock,40
2009,Pop/Rock,45
2007,Pop/Rock,46
1991,Jazz,34
1991,Jazz,32
1991,Jazz,31
1991,Jazz,47
1991,Jazz,40
1996,Reggae,40
2000,Reggae,36
1996,Reggae,42
1998,Reggae,34
1996,Reggae,55
1996,Reggae,47
1995,Reggae,45
2017,Pop/Rock,64
1975,Pop/Rock,48
1977,Pop/Rock,47
1987,Pop/Rock,50
1987,Pop/Rock,62
1980,Pop/Rock,55
1981,Pop/Rock,55
2015,Pop/Rock,60
2015,Pop/Rock,77
2011,Latin,61
2007,Latin,47
1989,Latin,25
1984,Latin,35
1984,Latin,61
2004,Latin,72
1988,Latin,57
2011,Latin,67
1989,Latin,35
1989,Latin,33
2011,Latin,63
2012,Latin,64
1988,Latin,48
1972,International,34
1993,Pop/Rock,42
1993,Pop/Rock,37
1994,Pop/Rock,43
2012,Jazz,51
1956,Stage & Screen,5
1956,Stage & Screen,6
1956,Stage & Screen,4
1956,Stage & Screen,5
1956,Stage & Screen,4
1956,Stage & Screen,4
1956,Stage & Screen,3
1956,Stage & Screen,2
1956,Stage & Screen,2
1956,Stage & Screen,2
1956,Stage & Screen,3
1988,Jazz,34
2016,R&B;,60
2012,R&B;,49
2016,R&B;,57
2017,R&B;,60
2017,R&B;,60
2011,R&B;,47
2017,R&B;,60
2013,R&B;,46
2011,R&B;,70
2012,R&B;,73
2012,R&B;,73
2012,R&B;,67
2012,R&B;,64
2016,R&B;,78
2016,R&B;,77
2016,R&B;,77
2016,R&B;,74
2016,R&B;,74
2016,R&B;,73
2017,R&B;,81
2011,R&B;,66
2012,R&B;,64
2012,R&B;,64
2012,R&B;,61
2012,R&B;,61
2012,R&B;,60
2016,R&B;,72
2012,R&B;,58
2012,R&B;,58
2013,R&B;,62
2013,R&B;,61
2016,R&B;,69
2017,R&B;,70
2019,R&B;,76
2012,R&B;,56
2016,R&B;,66
2017,R&B;,69
2012,R&B;,57
2012,R&B;,54
2017,R&B;,66
2012,R&B;,54
2016,R&B;,63
2016,R&B;,63
2016,R&B;,63
2018,R&B;,69
2019,R&B;,71
2020,R&B;,72
2016,R&B;,62
2018,R&B;,69
2020,R&B;,71
2012,R&B;,51
2012,R&B;,53
2011,R&B;,54
2012,R&B;,50
2013,R&B;,54
2016,R&B;,61
2017,R&B;,64
2016,R&B;,61
2005,Latin,45
1999,Latin,39
2007,Latin,43
2007,Latin,42
1998,Latin,36
2004,Latin,57
2006,Latin,60
1998,Latin,44
1998,Latin,42
2005,Latin,50
1998,Latin,44
1958,Vocal,14
1958,Vocal,13
1958,Vocal,13
1958,Vocal,13
1958,Vocal,13
1958,Vocal,13
1961,Vocal,15
1961,Vocal,14
1962,Vocal,14
1962,Vocal,15
1962,Vocal,15
1962,Vocal,15
1962,Vocal,14
1962,Vocal,15
1962,Vocal,14
1962,Vocal,15
1962,Vocal,14
1963,Vocal,19
1964,Vocal,19
1965,Vocal,21
1966,Vocal,22
1966,Vocal,25
1966,Vocal,22
1969,Vocal,32
1969,Vocal,31
1973,Vocal,41
1974,Vocal,37
1980,Vocal,31
2000,Vocal,39
1945,Vocal,0
1957,Vocal,13
1958,Vocal,12
1958,Vocal,12
1958,Vocal,12
1961,Vocal,12
1962,Vocal,14
1962,Vocal,15
1962,Vocal,14
1962,Vocal,14
1962,Vocal,14
1963,Vocal,18
1963,Vocal,19
1965,Vocal,23
1965,Vocal,22
1966,Vocal,24
1968,Vocal,27
1969,Vocal,32
1996,Vocal,40
2000,Vocal,43
2005,Vocal,47
1958,Vocal,11
1958,Vocal,11
1958,Vocal,10
1961,Vocal,11
1962,Vocal,13
1962,Vocal,13
1962,Vocal,14
1962,Vocal,13
1962,Vocal,13
1964,Vocal,19
1964,Vocal,18
1965,Vocal,20
1965,Vocal,20
1965,Vocal,20
1965,Vocal,20
1966,Vocal,23
1969,Vocal,31
1974,Vocal,31
1956,Vocal,9
1958,Vocal,10
1958,Vocal,14
1961,Vocal,11
1962,Vocal,15
1962,Vocal,13
1962,Vocal,13
1963,Vocal,17
1965,Vocal,18
1965,Vocal,20
1965,Vocal,19
1965,Vocal,19
1965,Vocal,17
1966,Vocal,20
1968,Vocal,27
1968,Vocal,23
1969,Vocal,30
1974,Vocal,27
1980,Vocal,29
2015,Vocal,55
1956,Vocal,10
1961,Vocal,10
1962,Vocal,15
1964,Vocal,16
1965,Vocal,19
1965,Vocal,19
1965,Vocal,18
1967,Vocal,27
1967,Vocal,26
1974,Vocal,31
1980,Vocal,31
1962,Vocal,13
1963,Vocal,18
1964,Vocal,15
1965,Vocal,19
1965,Vocal,18
1966,Vocal,18
1966,Vocal,18
1967,Vocal,26
1967,Vocal,25
1968,Vocal,25
1971,Vocal,31
1993,Vocal,35
1994,Vocal,38
1956,Vocal,7
1956,Vocal,7
1958,Vocal,9
1958,Vocal,9
1962,Vocal,14
1962,Vocal,13
1963,Vocal,13
1965,Vocal,17
1965,Vocal,16
1965,Vocal,17
1966,Vocal,17
1966,Vocal,17
1967,Vocal,23
1974,Vocal,25
1977,Vocal,25
1962,Vocal,13
1962,Vocal,14
1963,Vocal,12
1964,Vocal,14
1965,Vocal,17
1965,Vocal,17
1965,Vocal,16
1965,Vocal,15
1966,Vocal,16
1968,Vocal,20
1968,Vocal,25
1968,Vocal,19
1973,Vocal,29
1962,Vocal,13
1963,Vocal,14
1963,Vocal,13
1963,Vocal,14
1965,Vocal,16
1966,Vocal,16
2000,Vocal,40
1963,Vocal,12
1965,Vocal,15
1965,Vocal,15
1965,Vocal,15
1971,Vocal,29
1980,Vocal,25
1993,Vocal,34
2008,Vocal,44
2008,Vocal,43
1925,Vocal,3
1943,Vocal,54
1943,Vocal,18
1943,Vocal,17
1943,Vocal,15
1943,Vocal,13
1943,Vocal,10
1943,Vocal,9
1943,Vocal,9
1943,Vocal,8
1943,Vocal,9
1943,Vocal,8
1943,Vocal,9
1943,Vocal,8
1943,Vocal,9
1943,Vocal,7
1943,Vocal,8
1943,Vocal,6
1944,Vocal,55
1944,Vocal,55
1944,Vocal,53
1944,Vocal,34
1944,Vocal,31
1944,Vocal,30
1944,Vocal,36
1944,Vocal,28
1944,Vocal,26
1944,Vocal,25
1944,Vocal,25
1944,Vocal,23
1944,Vocal,22
1944,Vocal,20
1944,Vocal,18
1944,Vocal,18
1944,Vocal,18
1944,Vocal,17
1944,Vocal,17
1944,Vocal,11
1944,Vocal,13
1944,Vocal,12
1944,Vocal,11
1944,Vocal,12
1944,Vocal,9
1944,Vocal,9
1944,Vocal,9
1944,Vocal,8
1944,Vocal,8
1944,Vocal,9
1944,Vocal,9
1944,Vocal,9
1944,Vocal,9
1945,Vocal,27
1945,Vocal,21
1946,Vocal,24
1946,Vocal,23
1946,Vocal,21
1946,Vocal,21
1946,Vocal,21
1946,Vocal,20
1946,Vocal,19
1946,Vocal,20
1954,Vocal,48
1954,Vocal,42
1954,Vocal,36
1954,Vocal,36
1954,Vocal,34
1954,Vocal,31
1954,Vocal,33
1954,Vocal,32
1954,Vocal,29
1954,Vocal,30
1954,Vocal,28
1954,Vocal,27
1955,Vocal,59
1955,Vocal,34
1955,Vocal,34
1955,Vocal,34
1955,Vocal,32
1955,Vocal,34
1955,Vocal,31
1955,Vocal,31
1955,Vocal,31
1955,Vocal,30
1955,Vocal,30
1955,Vocal,30
1955,Vocal,29
1955,Vocal,29
1955,Vocal,29
1955,Vocal,29
1956,Vocal,65
1956,Vocal,67
1956,Vocal,54
1956,Vocal,38
1957,Vocal,60
1957,Vocal,55
1957,Vocal,53
1957,Vocal,52
1957,Vocal,50
1957,Vocal,41
1957,Vocal,37
1957,Vocal,41
1958,Vocal,69
1958,Vocal,54
1958,Vocal,47
1959,Vocal,52
1959,Vocal,52
1960,Vocal,54
1960,Vocal,53
1960,Vocal,41
1961,Vocal,56
1961,Vocal,53
1962,Vocal,74
1962,Vocal,54
1962,Vocal,54
1962,Vocal,42
1963,Vocal,53
1964,Vocal,62
1964,Vocal,62
1964,Vocal,52
1964,Vocal,54
1965,Vocal,59
1965,Vocal,55
1965,Vocal,54
1966,Vocal,72
1966,Vocal,67
1966,Vocal,55
1968,Vocal,52
1969,Vocal,72
1980,Vocal,60
1939,Vocal,14
1939,Vocal,11
1944,Vocal,7
1944,Vocal,7
1945,Vocal,11
1945,Vocal,9
1945,Vocal,11
1945,Vocal,8
1945,Vocal,8
1945,Vocal,8
1945,Vocal,7
1945,Vocal,6
1945,Vocal,6
1945,Vocal,7
1954,Vocal,25
1954,Vocal,27
1954,Vocal,24
1954,Vocal,23
1956,Vocal,35
1956,Vocal,35
1956,Vocal,33
1956,Vocal,33
1956,Vocal,34
1956,Vocal,33
1956,Vocal,32
1956,Vocal,32
1956,Vocal,31
1957,Vocal,36
1957,Vocal,36
1957,Vocal,35
1957,Vocal,35
1958,Vocal,42
1958,Vocal,34
1959,Vocal,39
1959,Vocal,36
1960,Vocal,36
1960,Vocal,31
1960,Vocal,31
1961,Vocal,33
1961,Vocal,31
1961,Vocal,36
1961,Vocal,33
1962,Vocal,40
1962,Vocal,38
1962,Vocal,37
1962,Vocal,36
1966,Vocal,50
1967,Vocal,50
1969,Vocal,50
1981,Vocal,51
1996,Vocal,59
1939,Vocal,3
1956,Vocal,30
1956,Vocal,30
1957,Vocal,29
1957,Vocal,29
1957,Vocal,26
1957,Vocal,28
1958,Vocal,32
1958,Vocal,32
1958,Vocal,31
1958,Vocal,31
1958,Vocal,31
1958,Vocal,29
1960,Vocal,27
1961,Vocal,30
1961,Vocal,29
1961,Vocal,28
1961,Vocal,33
1961,Vocal,25
1962,Vocal,36
1962,Vocal,36
1962,Vocal,35
1962,Vocal,35
1962,Vocal,35
1962,Vocal,32
1962,Vocal,34
1962,Vocal,33
1962,Vocal,32
1962,Vocal,33
1962,Vocal,33
1962,Vocal,33
1962,Vocal,32
1964,Vocal,38
1964,Vocal,38
1966,Vocal,41
1971,Vocal,50
1973,Vocal,53
1993,Vocal,54
1993,Vocal,53
1996,Vocal,54
1954,Vocal,14
1957,Vocal,28
1957,Vocal,26
1957,Vocal,26
1957,Vocal,25
1957,Vocal,27
1957,Vocal,26
1957,Vocal,25
1958,Vocal,28
1958,Vocal,28
1958,Vocal,27
1958,Vocal,26
1958,Vocal,26
1959,Vocal,27
1959,Vocal,25
1960,Vocal,26
1960,Vocal,25
1960,Vocal,26
1960,Vocal,25
1960,Vocal,24
1961,Vocal,25
1961,Vocal,24
1961,Vocal,23
1962,Vocal,32
1962,Vocal,31
1962,Vocal,31
1962,Vocal,27
1962,Vocal,31
1962,Vocal,33
1962,Vocal,25
1964,Vocal,35
1965,Vocal,37
1966,Vocal,39
1966,Vocal,37
1966,Vocal,37
1966,Vocal,39
1992,Vocal,51
1996,Vocal,53
2000,Vocal,52
2015,Vocal,66
1954,Vocal,13
1957,Vocal,24
1957,Vocal,24
1957,Vocal,25
1957,Vocal,24
1957,Vocal,23
1957,Vocal,24
1957,Vocal,24
1957,Vocal,23
1957,Vocal,24
1957,Vocal,24
1957,Vocal,23
1957,Vocal,24
1957,Vocal,23
1958,Vocal,24
1958,Vocal,22
1959,Vocal,23
1959,Vocal,24
1959,Vocal,23
1959,Vocal,23
1959,Vocal,23
1960,Vocal,24
1960,Vocal,24
1960,Vocal,23
1960,Vocal,24
1960,Vocal,24
1960,Vocal,23
1960,Vocal,23
1960,Vocal,23
1960,Vocal,22
1960,Vocal,22
1961,Vocal,23
1961,Vocal,23
1961,Vocal,23
1961,Vocal,23
1961,Vocal,24
1961,Vocal,22
1962,Vocal,26
1962,Vocal,25
1962,Vocal,23
1962,Vocal,27
1992,Vocal,47
1994,Vocal,51
1939,Vocal,1
1957,Vocal,22
1957,Vocal,23
1957,Vocal,22
1957,Vocal,22
1957,Vocal,23
1957,Vocal,22
1957,Vocal,21
1958,Vocal,22
1958,Vocal,20
1958,Vocal,20
1959,Vocal,23
1959,Vocal,21
1959,Vocal,22
1959,Vocal,22
1959,Vocal,21
1959,Vocal,21
1959,Vocal,22
1960,Vocal,22
1960,Vocal,22
1960,Vocal,22
1960,Vocal,21
1960,Vocal,20
1960,Vocal,21
1961,Vocal,24
1961,Vocal,23
1961,Vocal,20
1961,Vocal,21
1961,Vocal,19
1962,Vocal,24
1962,Vocal,24
1962,Vocal,27
1962,Vocal,21
1962,Vocal,21
1963,Vocal,28
1964,Vocal,32
1966,Vocal,31
1966,Vocal,31
1966,Vocal,36
1966,Vocal,36
1966,Vocal,30
1966,Vocal,35
1966,Vocal,29
1966,Vocal,34
1966,Vocal,28
1967,Vocal,36
1969,Vocal,40
2008,Vocal,55
2015,Vocal,66
1957,Vocal,21
1957,Vocal,22
1957,Vocal,21
1957,Vocal,20
1957,Vocal,21
1957,Vocal,20
1957,Vocal,20
1957,Vocal,20
1958,Vocal,19
1958,Vocal,21
1958,Vocal,18
1958,Vocal,18
1958,Vocal,19
1958,Vocal,18
1959,Vocal,20
1959,Vocal,20
1959,Vocal,20
1959,Vocal,19
1959,Vocal,19
1959,Vocal,20
1961,Vocal,21
1961,Vocal,20
1961,Vocal,18
1961,Vocal,18
1961,Vocal,18
1961,Vocal,19
1961,Vocal,18
1961,Vocal,19
1961,Vocal,17
1961,Vocal,19
1961,Vocal,19
1961,Vocal,19
1962,Vocal,21
1962,Vocal,20
1962,Vocal,23
1962,Vocal,23
1962,Vocal,20
1962,Vocal,19
1963,Vocal,25
1964,Vocal,25
1964,Vocal,24
1964,Vocal,24
1964,Vocal,26
1966,Vocal,28
1966,Vocal,31
1966,Vocal,33
1966,Vocal,32
1966,Vocal,28
1966,Vocal,29
1966,Vocal,28
1966,Vocal,30
1966,Vocal,31
1968,Vocal,38
1971,Vocal,36
2007,Vocal,53
2008,Vocal,57
1957,Vocal,19
1957,Vocal,17
1958,Vocal,17
1958,Vocal,18
1958,Vocal,18
1958,Vocal,17
1958,Vocal,16
1959,Vocal,19
1959,Vocal,18
1959,Vocal,18
1959,Vocal,17
1959,Vocal,17
1960,Vocal,18
1960,Vocal,17
1961,Vocal,17
1961,Vocal,16
1961,Vocal,15
1961,Vocal,18
1961,Vocal,17
1962,Vocal,18
1962,Vocal,18
1962,Vocal,17
1962,Vocal,18
1962,Vocal,21
1962,Vocal,20
1962,Vocal,18
1963,Vocal,22
1963,Vocal,24
1964,Vocal,23
1964,Vocal,23
1964,Vocal,22
1964,Vocal,23
1965,Vocal,25
1965,Vocal,26
1965,Vocal,25
1966,Vocal,31
1966,Vocal,31
1966,Vocal,27
1966,Vocal,27
1966,Vocal,27
1966,Vocal,29
1969,Vocal,34
1969,Vocal,36
1957,Vocal,17
1957,Vocal,17
1957,Vocal,16
1957,Vocal,15
1957,Vocal,17
1957,Vocal,16
1958,Vocal,15
1958,Vocal,16
1958,Vocal,15
1961,Vocal,18
1961,Vocal,15
1961,Vocal,16
1961,Vocal,16
1961,Vocal,16
1961,Vocal,17
1962,Vocal,17
1962,Vocal,20
1962,Vocal,17
1962,Vocal,18
1963,Vocal,21
1963,Vocal,21
1964,Vocal,25
1964,Vocal,22
1964,Vocal,24
1964,Vocal,21
1965,Vocal,24
1966,Vocal,25
1966,Vocal,25
1966,Vocal,31
1966,Vocal,25
1966,Vocal,25
1966,Vocal,25
1969,Vocal,37
1969,Vocal,36
1969,Vocal,35
1969,Vocal,35
1995,Vocal,39
2015,Vocal,60
1957,Vocal,15
1958,Vocal,16
1958,Vocal,15
1958,Vocal,15
1958,Vocal,15
1961,Vocal,15
1961,Vocal,16
1961,Vocal,15
1962,Vocal,18
1962,Vocal,16
1962,Vocal,16
1962,Vocal,16
1962,Vocal,16
1962,Vocal,16
1962,Vocal,15
1963,Vocal,24
1963,Vocal,20
1964,Vocal,21
1964,Vocal,21
1964,Vocal,20
1964,Vocal,23
1964,Vocal,25
1964,Vocal,23
1964,Vocal,19
1965,Vocal,20
1966,Vocal,24
1966,Vocal,24
1966,Vocal,26
1967,Vocal,28
1967,Vocal,29
1968,Vocal,33
2015,Vocal,58
1973,Pop/Rock,33
1979,Pop/Rock,34
1979,Pop/Rock,34
1979,Pop/Rock,34
1972,Pop/Rock,31
1973,Pop/Rock,33
1979,Pop/Rock,31
1975,Pop/Rock,30
1979,Pop/Rock,31
1972,Pop/Rock,30
1979,Pop/Rock,30
1979,Pop/Rock,30
1979,Pop/Rock,32
1979,Pop/Rock,30
1979,Pop/Rock,30
1979,Pop/Rock,30
1979,Pop/Rock,29
1979,Pop/Rock,29
1970,Pop/Rock,27
1976,Pop/Rock,31
1979,Pop/Rock,31
1979,Pop/Rock,29
1979,Pop/Rock,28
1981,Pop/Rock,29
1986,Pop/Rock,32
1976,Pop/Rock,28
1979,Pop/Rock,30
1970,Pop/Rock,25
1972,Pop/Rock,27
1972,Pop/Rock,25
1979,Pop/Rock,29
1983,Pop/Rock,29
1972,Pop/Rock,26
1979,Pop/Rock,29
1979,Pop/Rock,28
1970,Pop/Rock,24
1972,Pop/Rock,25
1974,Pop/Rock,23
1975,Pop/Rock,25
1976,Pop/Rock,27
1979,Pop/Rock,28
1974,Pop/Rock,54
1969,Pop/Rock,48
1969,Pop/Rock,45
1979,Pop/Rock,56
1974,Pop/Rock,44
1974,Pop/Rock,45
1974,Pop/Rock,43
1975,Pop/Rock,48
1979,Pop/Rock,56
1979,Pop/Rock,50
1973,Pop/Rock,48
1974,Pop/Rock,41
1974,Pop/Rock,39
1969,Pop/Rock,34
1973,Pop/Rock,40
1974,Pop/Rock,38
1974,Pop/Rock,37
1979,Pop/Rock,39
1969,Pop/Rock,29
1969,Pop/Rock,29
1972,Pop/Rock,39
1973,Pop/Rock,39
1974,Pop/Rock,35
1976,Pop/Rock,40
1976,Pop/Rock,39
1979,Pop/Rock,38
1982,Pop/Rock,36
1973,Pop/Rock,39
1979,Pop/Rock,38
1979,Pop/Rock,37
1979,Pop/Rock,40
1969,Pop/Rock,26
1979,Pop/Rock,35
1979,Pop/Rock,36
1979,Pop/Rock,36
1979,Pop/Rock,35
1973,Pop/Rock,35
1979,Pop/Rock,34
1979,Pop/Rock,37
1979,Pop/Rock,34
1981,Pop/Rock,39
1960,Pop/Rock,13
1960,Pop/Rock,9
