danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,Genre
0.65,0.152,0.498,112.103,-13.191,0,9,0.97,0.00115,0.432,0.0406,0,173067,7,1933,1933,Vocal
0.662,0.286,0.397,93.503,-10.58,1,10,0.946,0.023,0.0756,0.0447,0,173933,10,1933,1933,Vocal
0.649,0.267,0.585,109.547,-15.199,1,10,0.917,0,0.297,0.0664,0,152080,8,1933,1933,Vocal
0.723,0.0865,0.529,108.112,-15.228,0,4,0.987,0.00101,0.163,0.0469,0,171733,9,1933,1933,Vocal
0.506,0.0903,0.435,110.037,-14.551,0,2,0.983,0.00028,0.487,0.0357,0,237173,7,1933,1933,Vocal
0.639,0.131,0.418,144.652,-12.66,1,5,0.945,0.0000114,0.105,0.0489,0,186893,7,1933,1933,Vocal
0.624,0.23,0.399,111.746,-11.728,1,5,0.918,0.000329,0.22,0.0406,0,151200,9,1933,1933,Vocal
0.464,0.0992,0.252,89.524,-14.498,0,7,0.99,0.00175,0.542,0.034,0,178707,7,1933,1933,Vocal
0.659,0.0983,0.474,107.992,-13.066,1,5,0.947,0.0000226,0.098,0.0431,0,174200,10,1933,1933,Vocal
0.423,0.167,0.344,81.119,-11.086,0,0,0.943,0.00000576,0.264,0.034,0,181733,7,1933,1933,Vocal
0.452,0.132,0.241,78.102,-10.628,0,7,0.975,0,0.217,0.0342,0,152133,7,1933,1933,Vocal
0.426,0.194,0.206,78.375,-12.208,1,5,0.96,0.0000248,0.33,0.0366,0,188107,9,1933,1933,Vocal
0.8,0.127,0.792,118.641,-14.506,1,5,0.887,0.000171,0.297,0.0543,0,174080,8,1933,1933,Vocal
0.562,0.237,0.551,113.994,-10.53,1,5,0.944,0.0000257,0.0807,0.0599,0,190467,9,1933,1933,Vocal
0.79,0.167,0.745,115.674,-12.845,1,8,0.802,0,0.132,0.0842,0,184000,8,1933,1933,Vocal
0.526,0.144,0.391,85.942,-13.75,0,9,0.966,0.00000917,0.413,0.0338,0,189933,9,1933,1933,Vocal
0.524,0.0325,0.387,134.889,-13.361,1,0,0.981,0.0000148,0.0989,0.0352,0,197893,7,1933,1933,Vocal
0.582,0.33,0.695,73.012,-11.573,1,5,0.979,0,0.174,0.0385,0,149507,7,1933,1933,Vocal
0.703,0.196,0.354,114.905,-10.582,0,2,0.98,0.0000173,0.0678,0.0548,0,177267,9,1933,1933,Vocal
0.638,0.146,0.426,104.924,-15.832,1,10,0.974,0.0000106,0.274,0.0463,0,168800,8,1933,1933,Vocal
0.47,0.215,0.246,79.219,-10.214,1,5,0.97,0.00013,0.37,0.0409,0,207467,7,1933,1933,Vocal
0.667,0.27,0.663,76.454,-9.052,0,5,0.897,0.000558,0.0844,0.0373,0,154960,8,1933,1933,Vocal
0.568,0.278,0.403,95.737,-10.254,1,10,0.935,0,0.257,0.054,0,168760,10,1933,1933,Vocal
0.476,0.132,0.428,83.565,-12.906,0,0,0.983,0.00000322,0.107,0.0375,0,184467,8,1933,1933,Vocal
0.739,0.15,0.532,101.369,-13.117,1,7,0.97,0.00233,0.42,0.0391,0,162107,8,1933,1933,Vocal
0.648,0.132,0.494,90.773,-15.063,1,5,0.911,0,0.268,0.0426,0,186613,9,1933,1933,Vocal
0.728,0.153,0.494,113.952,-12.489,0,2,0.966,0.00000333,0.161,0.0488,0,178693,9,1933,1933,Vocal
0.687,0.247,0.721,97.199,-12.785,1,0,0.914,0,0.34,0.0377,0,167800,8,1933,1933,Vocal
0.596,0.151,0.214,84.635,-12.484,0,5,0.912,0,0.104,0.0335,0,181067,8,1933,1933,Vocal
0.45,0.164,0.462,180.327,-12.649,1,1,0.973,0.00000371,0.951,0.112,0,298093,7,1933,1933,Vocal
0.522,0.332,0.713,181.593,-10.607,0,6,0.901,0,0.305,0.0535,0,174093,7,1933,1933,Vocal
0.682,0.158,0.512,99.69,-11.946,1,7,0.901,0.00000242,0.0817,0.0423,0,183907,7,1933,1933,Vocal
0.778,0.225,0.797,104.396,-13.586,0,5,0.82,0.000019,0.11,0.0541,0,198773,9,1933,1933,Vocal
0.732,0.202,0.503,118.453,-13.787,1,5,0.987,0.827,0.079,0.0395,0,186400,8,1933,1933,Vocal
0.543,0.182,0.597,142.312,-14.45,0,5,0.983,0.000171,0.258,0.0537,0,175893,8,1933,1933,Vocal
0.609,0.105,0.616,108.679,-15.246,0,2,0.973,0.00511,0.116,0.0344,0,195027,6,1933,1933,Vocal
0.542,0.208,0.697,146.161,-12.604,1,7,0.949,0.0000595,0.141,0.0384,0,145733,6,1933,1933,Vocal
0.629,0.211,0.632,154.878,-12.638,1,7,0.916,0,0.182,0.0459,0,138667,6,1933,1933,Vocal
0.576,0.179,0.492,77.65,-9.725,0,7,0.952,0,0.325,0.0327,0,178560,6,1933,1933,Vocal
0.547,0.256,0.755,160.514,-11.801,1,7,0.894,0.00000339,0.174,0.055,0,133933,6,1933,1933,Vocal
0.514,0.0995,0.362,71.188,-11.363,0,7,0.963,0,0.109,0.0325,0,178600,6,1933,1933,Vocal
0.459,0.371,0.387,120.062,-11.787,1,5,0.97,0.511,0.285,0.0785,0,172560,2,1935,1935,Vocal
0.468,0.0512,0.38,139.607,-15.102,1,10,0.957,0,0.139,0.0345,0,179733,2,1935,1935,Vocal
0.778,0.225,0.797,104.396,-13.586,0,5,0.82,0.000019,0.11,0.0541,0,198773,2,1935,1935,Vocal
0.663,0.264,0.632,110.927,-12.514,0,10,0.817,0.0000131,0.337,0.04,0,183840,7,1936,1936,Vocal
0.699,0.24,0.56,96.547,-10.181,0,3,0.969,0.00286,0.147,0.034,0,206640,7,1936,1936,Vocal
0.674,0.243,0.852,172.664,-11.334,0,9,0.971,0.0159,0.0941,0.0654,0,196240,7,1936,1936,Vocal
0.582,0.34,0.836,173.111,-10.582,0,10,0.952,0.0000325,0.852,0.107,0,169067,7,1936,1936,Vocal
0.743,0.261,0.814,88.275,-10.289,1,1,0.793,0.00000862,0.149,0.0618,0,169493,7,1936,1936,Vocal
0.719,0.242,0.6,109.181,-12.646,1,5,0.896,0.0000411,0.0792,0.0472,0,195560,8,1936,1936,Vocal
0.596,0.182,0.711,123.961,-12.232,1,5,0.815,0,0.15,0.0502,0,171467,8,1936,1936,Vocal
0.772,0.202,0.583,146.212,-12.21,1,3,0.97,0.00895,0.215,0.0455,0,191067,8,1936,1936,Vocal
0.728,0.243,0.803,110.777,-12.76,0,5,0.955,0.00219,0.0882,0.0777,0,188760,7,1936,1936,Vocal
0.617,0.208,0.48,82.576,-11.49,0,0,0.879,0,0.335,0.0338,0,182467,7,1936,1936,Vocal
0.488,0.0747,0.341,109.433,-18.709,1,5,0.983,0.000564,0.0967,0.0381,0,237133,4,1936,1936,Vocal
0.714,0.131,0.719,109.51,-15.459,1,7,0.892,0.00000281,0.119,0.0446,0,187960,6,1936,1936,Vocal
0.769,0.367,0.842,89.17,-9.196,0,9,0.842,0,0.214,0.0452,0,136333,6,1936,1936,Vocal
0.695,0.225,0.572,92.326,-12.704,1,0,0.937,0.000131,0.104,0.041,0,189293,6,1936,1936,Vocal
0.712,0.146,0.451,91.578,-14.663,1,1,0.821,0,0.0768,0.0603,0,174707,6,1936,1936,Vocal
0.678,0.19,0.571,138.563,-13.395,1,10,0.967,0.000107,0.14,0.0429,0,175867,6,1936,1936,Vocal
0.613,0.194,0.792,136.768,-13.774,1,7,0.733,0,0.0678,0.0425,0,169960,6,1936,1936,Vocal
0.57,0.445,0.773,152.262,-9.198,0,9,0.931,0.000206,0.138,0.0993,0,110507,4,1936,1936,Vocal
0.764,0.241,0.598,125.063,-14.939,0,5,0.796,0,0.152,0.06,0,149200,1,1937,1937,Vocal
0.463,0.276,0.488,79.322,-9.551,1,2,0.945,0.00218,0.0696,0.0435,0,167400,2,1937,1937,Vocal
0.568,0.278,0.403,95.737,-10.254,1,10,0.935,0,0.257,0.054,0,168760,3,1938,1938,Vocal
0.726,0.28,0.805,96.286,-11.784,1,10,0.867,0.000509,0.255,0.0479,0,168507,5,1939,1939,Vocal
0.667,0.27,0.663,76.454,-9.052,0,5,0.897,0.000558,0.0844,0.0373,0,154960,6,1939,1939,Vocal
0.632,0.18,0.505,111.798,-12.078,0,9,0.969,0.000928,0.386,0.0391,0,172800,3,1939,1939,Vocal
0.501,0.116,0.268,84.871,-11.909,1,7,0.959,0,0.13,0.0304,0,192960,3,1939,1939,Vocal
0.622,0.3,0.757,83.284,-10.205,1,5,0.929,0.0000404,0.375,0.0404,0,159973,3,1939,1939,Vocal
0.489,0.0571,0.273,80.172,-16.976,0,7,0.988,0.0000222,0.161,0.0336,0,198560,3,1939,1939,Vocal
0.485,0.177,0.253,88.411,-14.282,1,7,0.965,0.0000737,0.252,0.0428,0,184440,3,1939,1939,Vocal
0.588,0.128,0.542,128.014,-11.361,0,5,0.968,0,0.16,0.0485,0,169773,3,1939,1939,Vocal
0.567,0.209,0.382,106.594,-11.042,0,7,0.974,0,0.246,0.0442,0,159000,4,1939,1939,Vocal
0.504,0.195,0.277,81.493,-11.368,0,5,0.972,0,0.245,0.0438,0,177200,3,1939,1939,Vocal
0.409,0.145,0.399,96.814,-14.051,1,8,0.971,0.00000363,0.257,0.0351,0,177867,3,1939,1939,Vocal
0.539,0.13,0.29,78.889,-12.667,0,0,0.988,0.0000177,0.0952,0.042,0,187933,2,1939,1939,Vocal
0.596,0.151,0.214,84.635,-12.484,0,5,0.912,0,0.104,0.0335,0,181067,3,1939,1939,Vocal
0.516,0.142,0.423,85.504,-13.873,1,0,0.969,0.0000219,0.177,0.0364,0,190667,3,1939,1939,Vocal
0.565,0.492,0.915,133.919,-10.668,1,5,0.92,0.00000346,0.123,0.0736,0,193653,28,1956,1/1/56,Vocal
0.452,0.202,0.421,76.522,-14.62,0,7,0.974,0.000032,0.119,0.0347,0,152413,31,1956,1/1/56,Vocal
0.575,0.332,0.823,112.198,-10.89,0,7,0.634,0,0.215,0.136,0,132160,28,1956,1/1/56,Vocal
0.57,0.308,0.808,130.909,-10.541,1,8,0.759,0,0.166,0.0823,0,171693,28,1956,1/1/56,Vocal
0.294,0.185,0.244,78.714,-13.449,0,0,0.94,0.0000035,0.111,0.0301,0,204187,31,1956,1/1/56,Vocal
0.316,0.151,0.263,181.775,-14.823,0,0,0.953,0,0.125,0.039,0,224040,30,1956,1/1/56,Vocal
0.435,0.106,0.278,70.442,-15.568,1,8,0.933,0,0.278,0.0346,0,187813,29,1956,1/1/56,Vocal
0.611,0.0743,0.357,76.48,-15.375,0,9,0.934,0.00000109,0.0756,0.0766,0,168107,28,1956,1/1/56,Vocal
0.625,0.15,0.282,101.08,-12.146,1,7,0.885,0,0.0481,0.0635,0,201960,26,1956,1/1/56,Vocal
0.375,0.145,0.133,173.206,-13.575,1,1,0.97,0,0.105,0.0487,0,208187,27,1956,1/1/56,Vocal
0.706,0.153,0.626,116.481,-11.831,0,5,0.968,0.001,0.412,0.044,0,183627,33,1957,1/1/57,Vocal
0.396,0.0941,0.213,177.843,-16.491,0,3,0.75,0.000955,0.111,0.0417,0,405613,30,1957,1/1/57,Vocal
0.433,0.248,0.247,61.569,-12.084,1,0,0.59,0,0.123,0.0713,0,340267,26,1957,1/1/57,Vocal
0.413,0.0784,0.147,70.828,-15.318,1,8,0.982,0.000272,0.109,0.0341,0,190840,31,1958,1/1/58,Vocal
0.632,0.134,0.618,89.088,-17.029,1,8,0.985,0.00126,0.285,0.0532,0,180930,55,1996,1/30/96,Vocal
0.548,0.308,0.616,145.748,-8.523,1,8,0.877,0.00273,0.0598,0.0426,0,164133,6,1933,1933,Vocal
0.736,0.109,0.509,91.558,-16.538,1,1,0.984,0.0802,0.298,0.059,0,173507,3,1936,1936,Vocal
0.61,0.215,0.593,101.026,-14.132,1,0,0.895,0.0000136,0.147,0.0443,0,172893,2,1937,1937,Vocal
0.554,0.132,0.324,99.133,-16.744,1,10,0.946,0.00000295,0.115,0.0477,0,180960,2,1937,1937,Vocal
0.606,0.188,0.486,93.309,-11.195,1,10,0.963,0.00000954,0.1,0.0413,0,179867,4,1937,1937,Vocal
0.576,0.249,0.72,162.564,-14.101,1,5,0.946,0.0000867,0.113,0.11,0,128000,2,1937,1937,Vocal
0.698,0.158,0.597,100.801,-15.064,1,10,0.849,0,0.0967,0.048,0,176347,1,1937,1937,Vocal
0.704,0.27,0.793,98.152,-12.43,0,9,0.867,0.0000244,0.102,0.0602,0,174893,2,1939,1939,Vocal
0.393,0.0619,0.126,124.418,-14.488,1,3,0.919,0.00000211,0.203,0.0337,0,168440,28,1956,1/1/56,Vocal
0.451,0.171,0.338,135.161,-13.515,1,8,0.932,0,0.176,0.0411,0,183067,24,1956,1/1/56,Vocal
0.62,0.208,0.733,113.472,-11.68,0,7,0.855,0,0.12,0.0751,0,154853,29,1956,1/1/56,Vocal
0.539,0.151,0.33,130.731,-12.906,0,2,0.935,0,0.103,0.0387,0,186560,26,1956,1/1/56,Vocal
0.545,0.345,0.668,110.584,-11.527,0,5,0.892,0,0.113,0.0512,0,146707,25,1956,1/1/56,Vocal
0.531,0.189,0.432,116.219,-14.257,0,7,0.957,0.000414,0.195,0.0343,0,192800,26,1956,1/1/56,Vocal
0.347,0.0585,0.184,172.719,-15.005,0,0,0.961,0.00000201,0.0866,0.0473,0,182520,24,1956,1/1/56,Vocal
0.632,0.274,0.47,105.632,-13.502,0,0,0.478,0.00000965,0.112,0.0453,0,248813,28,1957,1/1/57,Vocal
0.582,0.351,0.698,144.87,-10.785,0,0,0.809,0,0.133,0.0755,0,217507,32,1958,1/1/58,Vocal
0.321,0.291,0.305,94.325,-14.861,0,0,0.776,0.000129,0.277,0.0365,0,197093,31,1958,1958-06,Vocal
0.65,0.247,0.527,122.924,-12.112,1,3,0.739,0.00000108,0.238,0.0565,0,208907,27,1958,1/1/58,Vocal
0.511,0.0709,0.334,116.435,-17.138,1,5,0.883,0,0.104,0.0519,0,214827,50,1992,9/29/92,Vocal
0.8,0.127,0.792,118.641,-14.506,1,5,0.887,0.000171,0.297,0.0543,0,174080,5,1937,1937,Vocal
0.588,0.212,0.457,90.274,-12.772,0,7,0.881,0,0.116,0.0372,0,174200,2,1937,1937,Vocal
0.684,0.26,0.628,134.793,-14.748,1,5,0.912,0.0000022,0.12,0.0686,0,165840,1,1937,1937,Vocal
0.672,0.154,0.457,87.309,-14.243,0,5,0.926,0,0.214,0.0349,0,143560,3,1937,1937,Vocal
0.725,0.167,0.629,97.034,-14.842,1,0,0.87,0,0.232,0.0477,0,171547,1,1937,1937,Vocal
0.577,0.252,0.814,149.374,-13.473,1,5,0.814,0,0.074,0.0682,0,186373,2,1937,1937,Vocal
0.505,0.299,0.62,95.119,-10.107,1,10,0.961,0.000738,0.323,0.0354,0,204560,2,1937,1937,Vocal
0.624,0.23,0.399,111.746,-11.728,1,5,0.918,0.000329,0.22,0.0406,0,151200,2,1938,1938,Vocal
0.68,0.262,0.699,92.054,-13.069,1,2,0.971,0.000244,0.159,0.0385,0,174307,2,1939,1939,Vocal
0.357,0.0915,0.177,81.607,-15.882,0,10,0.986,0.000145,0.0959,0.0385,0,192267,24,1956,1/1/56,Vocal
0.628,0.366,0.627,139.226,-11.514,0,5,0.912,0,0.0947,0.0778,0,179853,23,1956,1/1/56,Vocal
0.453,0.038,0.178,166.031,-17.511,1,10,0.978,0.00000543,0.108,0.0458,0,166053,23,1956,1/1/56,Vocal
0.383,0.181,0.208,70.041,-14.23,0,10,0.94,0.000339,0.498,0.0313,0,187493,23,1956,1/1/56,Vocal
0.406,0.149,0.135,91.635,-13.62,0,10,0.966,0,0.129,0.0358,0,215707,23,1956,1/1/56,Vocal
0.707,0.229,0.593,106.61,-13.679,1,0,0.603,0.0000415,0.0985,0.0419,0,238280,30,1957,1/1/57,Vocal
0.477,0.294,0.483,91.177,-12.86,1,7,0.629,0,0.25,0.083,0,271427,25,1957,1/1/57,Vocal
0.572,0.115,0.216,65.719,-15.497,0,7,0.799,0.0000605,0.104,0.0448,0,375853,25,1957,1/1/57,Vocal
0.675,0.276,0.568,141.739,-11.86,0,5,0.765,0.0000321,0.138,0.0412,0,231760,29,1958,1/1/58,Vocal
0.488,0.0348,0.239,119.227,-19.851,1,5,0.984,0.000204,0.109,0.0422,0,176640,26,1958,1/1/58,Vocal
0.599,0.271,0.395,145.901,-12.949,0,9,0.702,0,0.219,0.0534,0,342667,28,1958,1/1/58,Vocal
0.457,0.0479,0.193,108.757,-17.218,0,9,0.981,0.0000111,0.072,0.0373,0,179453,26,1958,1/1/58,Vocal
0.504,0.0347,0.277,98.591,-18.253,0,0,0.987,0.00000569,0.114,0.0445,0,177773,26,1958,1/1/58,Vocal
0.519,0.185,0.178,127.851,-13.445,0,7,0.915,0.0000146,0.171,0.0526,0,267333,26,1958,1/1/58,Vocal
0.567,0.233,0.377,134.619,-11.693,0,0,0.788,0,0.225,0.0598,0,256387,27,1958,1/1/58,Vocal
0.362,0.204,0.301,120.459,-16.026,1,8,0.751,0.00000335,0.121,0.0443,0,206493,27,1958,1958-06,Vocal
0.429,0.111,0.158,178.842,-15.862,1,11,0.95,0.00000136,0.111,0.0697,0,292813,28,1958,1/1/58,Vocal
0.234,0.205,0.174,89.401,-16.224,0,7,0.777,0.00223,0.306,0.0361,0,269667,25,1958,1958-06,Vocal
0.685,0.416,0.844,77.599,-9.955,0,9,0.934,0.00116,0.217,0.0771,0,110173,3,1936,1936,Vocal
0.508,0.118,0.229,87.584,-16.371,1,7,0.993,0.025,0.202,0.0388,0,183667,2,1936,1936,Vocal
0.649,0.267,0.585,109.547,-15.199,1,10,0.917,0,0.297,0.0664,0,152080,2,1937,1937,Vocal
0.648,0.132,0.494,90.773,-15.063,1,5,0.911,0,0.268,0.0426,0,186613,2,1937,1937,Vocal
0.593,0.118,0.617,108.615,-14.224,0,9,0.972,0.0141,0.119,0.033,0,194933,2,1939,1939,Vocal
0.462,0.119,0.258,130.089,-14.337,0,10,0.964,0,0.197,0.0403,0,197373,21,1956,1/1/56,Vocal
0.215,0.247,0.0842,86.391,-15.11,0,9,0.822,0.000075,0.355,0.0354,0,228133,26,1958,1958-06,Vocal
0.55,0.125,0.191,123.965,-13.719,1,2,0.981,0.000353,0.104,0.0502,0,378080,25,1958,1/1/58,Vocal
0.531,0.416,0.523,154.274,-9.504,0,2,0.798,0.0000526,0.332,0.0746,0,238707,21,1958,1/1/58,Vocal
0.601,0.143,0.376,79.585,-16.8,1,9,0.931,0,0.0899,0.0427,0,152440,24,1958,1/1/58,Vocal
0.328,0.236,0.332,74.382,-17.911,1,8,0.21,0.000882,0.172,0.0334,0,179093,25,1958,1958-06,Vocal
0.554,0.313,0.522,120.46,-10.722,1,5,0.836,0.00145,0.372,0.046,0,280133,23,1958,1/1/58,Vocal
0.52,0.0631,0.216,80.503,-17.745,1,10,0.982,0.00000131,0.111,0.0462,0,201147,23,1958,1/1/58,Vocal
0.39,0.0814,0.109,134.498,-13.795,1,7,0.962,0.00000741,0.103,0.0342,0,171107,22,1958,1/1/58,Vocal
0.31,0.17,0.359,114.38,-19.474,1,7,0.673,0.0000138,0.313,0.0369,0,241000,23,1958,1958-06,Vocal
0.561,0.162,0.172,85.117,-11.529,0,0,0.908,0,0.154,0.0436,0,199080,24,1958,1/1/58,Vocal
0.581,0.225,0.481,120.658,-14.61,0,7,0.396,0,0.335,0.0569,0,152347,25,1959,7/1/59,Vocal
0.507,0.0677,0.355,105.393,-13.766,0,2,0.978,0.0000274,0.132,0.0406,0,181827,51,1996,1/30/96,Vocal
0.564,0.144,0.778,175.958,-16.068,1,1,0.984,0.00841,0.221,0.0883,0,169133,3,1936,1936,Vocal
0.559,0.17,0.655,99.374,-15.112,0,10,0.995,0.0909,0.294,0.0419,0,174133,1,1936,1936,Vocal
0.522,0.291,0.546,143.606,-9.059,1,2,0.941,0.00376,0.152,0.0389,0,165227,2,1936,1936,Vocal
0.563,0.172,0.432,77.049,-12.134,0,0,0.97,0,0.165,0.0504,0,188800,2,1939,1939,Vocal
0.426,0.194,0.206,78.375,-12.208,1,5,0.96,0.0000248,0.33,0.0366,0,188107,2,1939,1939,Vocal
0.473,0.334,0.704,159.781,-12.83,1,1,0.889,0,0.136,0.0535,0,163867,2,1939,1939,Vocal
0.608,0.156,0.518,96.963,-13.251,1,1,0.976,0.00000555,0.437,0.0771,0,178493,2,1939,1939,Vocal
0.603,0.312,0.493,81.401,-13.762,0,7,0.695,0,0.155,0.06,0,282813,24,1957,1/1/57,Vocal
0.475,0.246,0.265,178.323,-13.061,1,1,0.565,0.00000289,0.0909,0.0795,0,334973,22,1957,1/1/57,Vocal
0.564,0.232,0.299,87.171,-12.988,1,0,0.746,0,0.254,0.0412,0,363427,23,1957,1/1/57,Vocal
0.631,0.342,0.485,136.973,-12.095,0,0,0.886,0.00000593,0.12,0.0381,0,409013,23,1957,1/1/57,Vocal
0.453,0.0559,0.192,71.493,-16.399,1,3,0.987,0.00000288,0.102,0.0383,0,193800,21,1958,1/1/58,Vocal
0.317,0.094,0.172,133.711,-15.328,1,5,0.855,0.00067,0.131,0.0327,0,195560,21,1958,1/1/58,Vocal
0.269,0.191,0.188,107.218,-17.892,1,5,0.756,0.0000737,0.23,0.0335,0,173173,23,1958,1958-06,Vocal
0.453,0.102,0.327,166.592,-15.346,1,1,0.984,0.0135,0.138,0.0471,0,184947,22,1958,1/1/58,Vocal
0.259,0.204,0.334,173.14,-17.525,1,10,0.784,0.0000865,0.363,0.0386,0,204027,23,1958,1958-06,Vocal
0.287,0.274,0.356,70.873,-17.523,1,3,0.482,0.000102,0.28,0.0338,0,247573,23,1958,1958-06,Vocal
0.591,0.0252,0.347,69.382,-15.214,0,4,0.988,0.0000123,0.0995,0.0465,0,194573,49,1997,1/28/97,Vocal
0.527,0.177,0.576,142.083,-14.094,0,5,0.923,0,0.31,0.0463,0,175133,2,1939,1939,Vocal
0.562,0.298,0.58,128.282,-12.604,1,0,0.329,0,0.126,0.0725,0,202027,22,1957,1/1/57,Vocal
0.275,0.196,0.209,73.329,-16.692,0,7,0.884,0.00128,0.0935,0.0376,0,202960,21,1958,1958-06,Vocal
0.558,0.0519,0.347,76.833,-19.004,1,10,0.96,0,0.147,0.0322,0,191973,20,1958,1/1/58,Vocal
0.388,0.116,0.348,68.247,-16.632,0,5,0.952,0,0.0839,0.0387,0,175427,17,1958,1/1/58,Vocal
0.397,0.228,0.469,201.429,-10.712,1,1,0.868,0,0.19,0.0673,0,183853,17,1958,1/1/58,Vocal
0.371,0.208,0.143,57.467,-12.4,1,10,0.79,0.000124,0.116,0.0317,0,205133,22,1959,7/1/59,Vocal
0.426,0.144,0.376,77.181,-13.004,0,9,0.98,0.000472,0.233,0.0327,0,184533,2,1939,1939,Vocal
0.699,0.197,0.615,108.656,-14.736,1,5,0.94,0.000316,0.136,0.0565,0,195373,2,1939,1939,Vocal
0.429,0.0804,0.169,111.679,-16.576,1,8,0.893,0.0000172,0.206,0.0562,0,147747,19,1956,1/1/56,Vocal
0.243,0.271,0.353,84.589,-15.593,1,10,0.642,0.00116,0.275,0.035,0,287960,21,1958,1958-06,Vocal
0.658,0.196,0.647,98.227,-11.504,1,7,0.811,0,0.277,0.062,0,165520,18,1958,1/1/58,Vocal
0.634,0.264,0.684,79.817,-12.415,0,9,0.824,0,0.157,0.13,0,198413,20,1958,1/1/58,Vocal
0.506,0.135,0.296,92.335,-12.406,0,5,0.945,0.000984,0.0874,0.0355,0,409627,16,1958,1/1/58,Vocal
0.482,0.112,0.205,69.891,-14.492,0,5,0.867,0.000137,0.165,0.0375,0,178893,18,1958,1/1/58,Vocal
0.218,0.283,0.26,82.385,-12.121,0,9,0.967,0.00257,0.122,0.0436,0,203507,22,1958,1958-06,Vocal
0.426,0.125,0.218,178.636,-15.607,0,0,0.954,0.0000102,0.0936,0.0529,0,381880,17,1958,1/1/58,Vocal
0.579,0.16,0.487,69.381,-12.783,1,5,0.825,0.0000455,0.186,0.0644,0,196560,17,1958,1/1/58,Vocal
0.257,0.201,0.167,172.005,-12.138,0,2,0.612,0.000314,0.102,0.0337,0,226493,21,1959,7/1/59,Vocal
0.646,0.253,0.346,86.975,-14.005,0,2,0.472,0.0000851,0.273,0.0685,0,184360,20,1959,7/1/59,Vocal
0.567,0.077,0.55,99.49,-17.213,1,3,0.966,0.0000521,0.35,0.0469,0,164537,45,1996,1/30/96,Vocal
0.501,0.295,0.591,95.849,-10.104,1,10,0.961,0.00112,0.324,0.0423,0,204160,2,1936,1936,Vocal
0.499,0.155,0.254,81.169,-11.409,0,5,0.987,0,0.165,0.0355,0,157360,2,1939,1939,Vocal
0.375,0.232,0.445,127.181,-15.494,0,0,0.934,0.000371,0.672,0.0611,0,157760,15,1956,1/1/56,Vocal
0.49,0.155,0.196,105.619,-13.311,1,0,0.885,0.0000224,0.203,0.0496,0,299093,16,1958,1/1/58,Vocal
0.663,0.178,0.426,137.18,-10.88,1,0,0.878,0,0.221,0.0673,0,195840,16,1958,1/1/58,Vocal
0.518,0.291,0.561,140.933,-11.711,0,0,0.886,0.000106,0.309,0.0469,0,239227,16,1958,1/1/58,Vocal
0.281,0.307,0.281,136.686,-15.493,0,7,0.715,0.000621,0.286,0.04,0,286373,18,1958,1958-06,Vocal
0.217,0.207,0.228,166.171,-17.857,0,9,0.704,0.000889,0.314,0.0436,0,204067,18,1958,1958-06,Vocal
0.578,0.0717,0.269,72.164,-16.308,1,10,0.974,0.0000133,0.0905,0.0534,0,221867,39,1992,9/29/92,Vocal
0.594,0.156,0.348,91.644,-15.65,1,10,0.976,0.000023,0.366,0.0411,0,169333,45,1996,1/30/96,Vocal
0.384,0.0237,0.0936,109.425,-23.632,0,9,0.967,0.0000453,0.175,0.0379,0,195027,8,1958,3/12/58,Vocal
0.209,0.116,0.19,80.749,-17.461,1,4,0.932,0.00000258,0.121,0.0345,0,155027,34,1958,3/12/58,Vocal
0.385,0.234,0.424,78.786,-12.599,0,10,0.989,0.072,0.204,0.037,0,189053,1,1939,1939,Vocal
0.638,0.0994,0.389,118.557,-19.359,0,9,0.926,0.0784,0.104,0.0558,0,213960,16,1959,1/1/59,Vocal
0.546,0.0821,0.37,120.005,-19.952,0,3,0.974,0.00217,0.104,0.0423,0,213760,16,1959,1/1/59,Vocal
0.708,0.151,0.515,120.659,-19.752,0,5,0.909,0.000126,0.0988,0.0386,0,262267,14,1959,1/1/59,Vocal
0.41,0.104,0.23,177.271,-19.873,0,0,0.786,0.0000397,0.119,0.0591,0,183573,27,1973,9/9/73,Vocal
0.555,0.0287,0.294,120.47,-22.592,1,5,0.984,0.000146,0.18,0.0449,0,203733,36,1997,1/1/97,Vocal
0.595,0.195,0.408,132.933,-16.718,0,0,0.957,0.00684,0.153,0.049,0,226467,15,1959,1/1/59,Vocal
0.527,0.0359,0.151,69.718,-22.041,1,10,0.987,0.0000727,0.121,0.0446,0,169067,15,1959,1/1/59,Vocal
0.471,0.015,0.146,75.135,-28.145,0,6,0.989,0.0402,0.139,0.0399,0,211027,14,1959,1/1/59,Vocal
0.582,0.175,0.609,166.556,-21.261,1,1,0.879,0,0.09,0.0679,0,168800,12,1960,1/1/60,Vocal
0.439,0.0123,0.138,47.656,-24.051,1,6,0.989,0.00000469,0.102,0.0484,0,174173,13,1959,1/1/59,Vocal
0.67,0.108,0.419,110.635,-19.853,1,8,0.945,0.000131,0.118,0.0705,0,205907,13,1959,1/1/59,Vocal
0.571,0.0202,0.36,111.042,-22.562,0,5,0.93,0,0.152,0.0557,0,220307,39,1996,1/1/96,Vocal
0.62,0.197,0.644,94.545,-16.813,1,5,0.746,0.00000312,0.117,0.0715,0,154373,14,1959,1/1/59,Vocal
